Mundia,local,visitante,Link,Pais,Jugador,Tarjeta,minuto
Mundial 2002,Japón,Turquía,/partidos/2002_japon_turquia.php,Japón,Toda_Kazuyuki,amarilla,45
Mundial 2002,Japón,Turquía,/partidos/2002_japon_turquia.php,Turquía,Sukur_Hakan,amarilla,90+1
Mundial 2002,CoreadelSur,Italia,/partidos/2002_corea_del_sur_italia.php,Italia,Coco_Francesco,amarilla,4
Mundial 2002,CoreadelSur,Italia,/partidos/2002_corea_del_sur_italia.php,CoreadelSur,Young_Tae,amarilla,17
Mundial 2002,CoreadelSur,Italia,/partidos/2002_corea_del_sur_italia.php,Italia,Totti_Francesco,amarilla,22
Mundial 2002,CoreadelSur,Italia,/partidos/2002_corea_del_sur_italia.php,Italia,Tommasi_Damiano,amarilla,55
Mundial 2002,CoreadelSur,Italia,/partidos/2002_corea_del_sur_italia.php,Italia,Zanetti_Cristiano,amarilla,59
Mundial 2002,CoreadelSur,Italia,/partidos/2002_corea_del_sur_italia.php,CoreadelSur,Gug_Chong,amarilla,80
Mundial 2002,CoreadelSur,Italia,/partidos/2002_corea_del_sur_italia.php,CoreadelSur,Soo_Chun,amarilla,99
Mundial 2002,CoreadelSur,Italia,/partidos/2002_corea_del_sur_italia.php,Italia,Totti_Francesco,Roja,71
Mundial 2002,CoreadelSur,Italia,/partidos/2002_corea_del_sur_italia.php,CoreadelSur,Cheul_Jin,amarilla,115
Mundial 2002,Inglaterra,Brasil,/partidos/2002_inglaterra_brasil.php,Brasil,Ronaldinho,Roja,71
Mundial 2002,Inglaterra,Brasil,/partidos/2002_inglaterra_brasil.php,Inglaterra,Scholes_Paul,amarilla,75
Mundial 2002,Inglaterra,Brasil,/partidos/2002_inglaterra_brasil.php,Inglaterra,Ferdinand_Rio,amarilla,86
Mundial 2002,Alemania,EstadosUnidos,/partidos/2002_alemania_estados_unidos.php,EstadosUnidos,Lewis_Eddie,amarilla,40
Mundial 2002,Alemania,EstadosUnidos,/partidos/2002_alemania_estados_unidos.php,EstadosUnidos,Pope_Eddie,amarilla,41
Mundial 2002,Alemania,EstadosUnidos,/partidos/2002_alemania_estados_unidos.php,Alemania,Kehl_Sebastian,amarilla,66
Mundial 2002,Alemania,EstadosUnidos,/partidos/2002_alemania_estados_unidos.php,EstadosUnidos,Reyna_Claudio,amarilla,68
Mundial 2002,Alemania,EstadosUnidos,/partidos/2002_alemania_estados_unidos.php,Alemania,Jeremies_Jens,amarilla,68
Mundial 2002,Alemania,EstadosUnidos,/partidos/2002_alemania_estados_unidos.php,EstadosUnidos,Mastroeni_Pablo,amarilla,69
Mundial 2002,Alemania,EstadosUnidos,/partidos/2002_alemania_estados_unidos.php,EstadosUnidos,Berhalter_Gregg,amarilla,70
Mundial 2002,España,CoreadelSur,/partidos/2002_espana_corea_del_sur.php,CoreadelSur,Chul_Sang,amarilla,52
Mundial 2002,España,CoreadelSur,/partidos/2002_espana_corea_del_sur.php,España,Pedro_De,amarilla,53
Mundial 2002,España,CoreadelSur,/partidos/2002_espana_corea_del_sur.php,España,Morientes_Fernando,amarilla,111
Mundial 2002,Senegal,Turquía,/partidos/2002_senegal_turquia.php,Senegal,Daf_Omar,amarilla,12
Mundial 2002,Senegal,Turquía,/partidos/2002_senegal_turquia.php,Turquía,Belozoglu_Emre,amarilla,22
Mundial 2002,Senegal,Turquía,/partidos/2002_senegal_turquia.php,Senegal,Cisse_Aliou,amarilla,63
Mundial 2002,Senegal,Turquía,/partidos/2002_senegal_turquia.php,Turquía,Mansiz_Ilhan,amarilla,87
Mundial 2002,Alemania,CoreadelSur,/partidos/2002_alemania_corea_del_sur.php,Alemania,Ballack_Michael,amarilla,71
Mundial 2002,Alemania,CoreadelSur,/partidos/2002_alemania_corea_del_sur.php,Alemania,Neuville_Oliver,amarilla,85
Mundial 2002,Alemania,CoreadelSur,/partidos/2002_alemania_corea_del_sur.php,CoreadelSur,Sung_Min,amarilla,90+4
Mundial 2002,Brasil,Turquía,/partidos/2002_brasil_turquia_2.php,Brasil,Silva_Gilberto,amarilla,41
Mundial 2002,Brasil,Turquía,/partidos/2002_brasil_turquia_2.php,Turquía,Kerimoglu_Tugay,amarilla,59
Mundial 2002,Brasil,Turquía,/partidos/2002_brasil_turquia_2.php,Turquía,Sas_Hasan,amarilla,90
Mundial 2002,CoreadelSur,Turquía,/partidos/2002_corea_del_sur_turquia.php,CoreadelSur,Yong_Eul,amarilla,23
Mundial 2002,CoreadelSur,Turquía,/partidos/2002_corea_del_sur_turquia.php,Turquía,Kerimoglu_Tugay,amarilla,50
Mundial 2002,CoreadelSur,Turquía,/partidos/2002_corea_del_sur_turquia.php,Turquía,Recber_Rustu,amarilla,83
Mundial 2002,Alemania,Brasil,/partidos/2002_alemania_brasil.php,Brasil,Junior_Roque,amarilla,6
Mundial 2002,Alemania,Brasil,/partidos/2002_alemania_brasil.php,Alemania,Klose_Miroslav,amarilla,9
Mundial 1998,Brasil,Escocia,/partidos/1998_brasil_escocia.php,Escocia,Jackson_Darren,amarilla,25
Mundial 1998,Brasil,Escocia,/partidos/1998_brasil_escocia.php,Brasil,Sampaio_Cesar,amarilla,37
Mundial 1998,Brasil,Escocia,/partidos/1998_brasil_escocia.php,Brasil,Aldair,amarilla,45+2
Mundial 1998,Marruecos,Noruega,/partidos/1998_marruecos_noruega.php,Marruecos,Chiba_Said,amarilla,79
Mundial 1998,Camerún,Austria,/partidos/1998_camerun_austria.php,Austria,Pfeffer_Anton,amarilla,27
Mundial 1998,Camerún,Austria,/partidos/1998_camerun_austria.php,Camerún,Ipoua_Samuel,amarilla,30
Mundial 1998,Italia,Chile,/partidos/1998_italia_chile.php,Italia,Di_Angelo,amarilla,8
Mundial 1998,Italia,Chile,/partidos/1998_italia_chile.php,Italia,Cannavaro_Fabio,amarilla,31
Mundial 1998,Italia,Chile,/partidos/1998_italia_chile.php,Chile,Parraguez_Nelson,amarilla,45
Mundial 1998,Italia,Chile,/partidos/1998_italia_chile.php,Chile,Acuña_Clarence,amarilla,53
Mundial 1998,Italia,Chile,/partidos/1998_italia_chile.php,Chile,Rojas_Francisco,amarilla,66
Mundial 1998,ArabiaSaudita,Dinamarca,/partidos/1998_arabia_saudita_dinamarca.php,ArabiaSaudita,Al_Khaled,amarilla,11
Mundial 1998,ArabiaSaudita,Dinamarca,/partidos/1998_arabia_saudita_dinamarca.php,Dinamarca,Wieghorst_Morten,amarilla,12
Mundial 1998,ArabiaSaudita,Dinamarca,/partidos/1998_arabia_saudita_dinamarca.php,Dinamarca,Rieper_Marc,amarilla,60
Mundial 1998,ArabiaSaudita,Dinamarca,/partidos/1998_arabia_saudita_dinamarca.php,Dinamarca,Nielsen_Allan,amarilla,73
Mundial 1998,Francia,Sudáfrica,/partidos/1998_francia_sudafrica.php,Francia,Petit_Emmanuel,amarilla,28
Mundial 1998,Francia,Sudáfrica,/partidos/1998_francia_sudafrica.php,Sudáfrica,Jackson_Willem,amarilla,39
Mundial 1998,Francia,Sudáfrica,/partidos/1998_francia_sudafrica.php,Francia,Deschamps_Didier,amarilla,53
Mundial 1998,Francia,Sudáfrica,/partidos/1998_francia_sudafrica.php,Francia,Zidane_Zinedine,amarilla,75
Mundial 1998,Paraguay,Bulgaria,/partidos/1998_paraguay_bulgaria.php,Bulgaria,Nankov_Anatoli,amarilla,27
Mundial 1998,Paraguay,Bulgaria,/partidos/1998_paraguay_bulgaria.php,Bulgaria,Stoichkov_Hristo,amarilla,45
Mundial 1998,Paraguay,Bulgaria,/partidos/1998_paraguay_bulgaria.php,Paraguay,Benitez_Miguel,amarilla,45
Mundial 1998,Paraguay,Bulgaria,/partidos/1998_paraguay_bulgaria.php,Bulgaria,Ivanov_Trifon,amarilla,73
Mundial 1998,Paraguay,Bulgaria,/partidos/1998_paraguay_bulgaria.php,Bulgaria,Nankov_Anatoli,Roja,71
Mundial 1998,Holanda,Bélgica,/partidos/1998_holanda_belgica.php,Bélgica,Staelens_Lorenzo,amarilla,20
Mundial 1998,Holanda,Bélgica,/partidos/1998_holanda_belgica.php,Bélgica,Deflandre_Eric,amarilla,30
Mundial 1998,Holanda,Bélgica,/partidos/1998_holanda_belgica.php,Holanda,Kluivert_Patrick,Roja,71
Mundial 1998,CoreadelSur,México,/partidos/1998_corea_del_sur_mexico.php,CoreadelSur,Sung_Min,amarilla,20
Mundial 1998,CoreadelSur,México,/partidos/1998_corea_del_sur_mexico.php,México,Ordiales_Jaime,amarilla,26
Mundial 1998,CoreadelSur,México,/partidos/1998_corea_del_sur_mexico.php,México,Garcia_Alberto,amarilla,27
Mundial 1998,CoreadelSur,México,/partidos/1998_corea_del_sur_mexico.php,CoreadelSur,Ju_Seok,Roja,71
Mundial 1998,España,Nigeria,/partidos/1998_espana_nigeria.php,España,Amor_Guillermo,amarilla,56
Mundial 1998,España,Nigeria,/partidos/1998_espana_nigeria.php,España,Angel_Miguel,amarilla,59
Mundial 1998,España,Nigeria,/partidos/1998_espana_nigeria.php,Nigeria,Okechukwu_Uche,amarilla,62
Mundial 1998,España,Nigeria,/partidos/1998_espana_nigeria.php,España,Campo_Ivan,amarilla,75
Mundial 1998,Jamaica,Croacia,/partidos/1998_jamaica_croacia.php,Croacia,Soldo_Zvonimir,amarilla,5
Mundial 1998,Jamaica,Croacia,/partidos/1998_jamaica_croacia.php,Croacia,Simic_Dario,amarilla,59
Mundial 1998,Jamaica,Croacia,/partidos/1998_jamaica_croacia.php,Jamaica,Burton_Deon,amarilla,62
Mundial 1998,RFdeYugoslavia,Irán,/partidos/1998_rf_de_yugoslavia_iran.php,RFdeYugoslavia,Petrovic_Zeljko,amarilla,42
Mundial 1998,RFdeYugoslavia,Irán,/partidos/1998_rf_de_yugoslavia_iran.php,RFdeYugoslavia,Stojkovic_Dragan,amarilla,60
Mundial 1998,Argentina,Japón,/partidos/1998_argentina_japon.php,Japón,Ihara_Masami,amarilla,26
Mundial 1998,Argentina,Japón,/partidos/1998_argentina_japon.php,Japón,Nakanishi_Eisuke,amarilla,67
Mundial 1998,Argentina,Japón,/partidos/1998_argentina_japon.php,Japón,Hirano_Takashi,amarilla,90+2
Mundial 1998,Alemania,EstadosUnidos,/partidos/1998_alemania_estados_unidos.php,Alemania,Jeremies_Jens,amarilla,30
Mundial 1998,Alemania,EstadosUnidos,/partidos/1998_alemania_estados_unidos.php,EstadosUnidos,Hejduk_Frankie,amarilla,50
Mundial 1998,Alemania,EstadosUnidos,/partidos/1998_alemania_estados_unidos.php,Alemania,Hamann_Didi,amarilla,77
Mundial 1998,Alemania,EstadosUnidos,/partidos/1998_alemania_estados_unidos.php,Alemania,Heinrich_Joerg,amarilla,84
Mundial 1998,Alemania,EstadosUnidos,/partidos/1998_alemania_estados_unidos.php,EstadosUnidos,Pope_Eddie,amarilla,85
Mundial 1998,Rumania,Colombia,/partidos/1998_rumania_colombia.php,Colombia,Santa_Jose,amarilla,47
Mundial 1998,Rumania,Colombia,/partidos/1998_rumania_colombia.php,Rumania,Filipescu_Iulian,amarilla,54
Mundial 1998,Rumania,Colombia,/partidos/1998_rumania_colombia.php,Rumania,Munteanu_Dorinel,amarilla,69
Mundial 1998,Rumania,Colombia,/partidos/1998_rumania_colombia.php,Rumania,Petrescu_Dan,amarilla,78
Mundial 1998,Inglaterra,Túnez,/partidos/1998_inglaterra_tunez.php,Túnez,Clayton,amarilla,48
Mundial 1998,Inglaterra,Túnez,/partidos/1998_inglaterra_tunez.php,Túnez,Ben_Imed,amarilla,70
Mundial 1998,Inglaterra,Túnez,/partidos/1998_inglaterra_tunez.php,Túnez,Ghodhbane_Kais,amarilla,87
Mundial 1998,Inglaterra,Túnez,/partidos/1998_inglaterra_tunez.php,Inglaterra,Campbell_Sol,amarilla,88
Mundial 1998,Escocia,Noruega,/partidos/1998_escocia_noruega.php,Escocia,Durie_Gordon,amarilla,24
Mundial 1998,Escocia,Noruega,/partidos/1998_escocia_noruega.php,Noruega,Rekdal_Kjetil,amarilla,53
Mundial 1998,Escocia,Noruega,/partidos/1998_escocia_noruega.php,Escocia,Jackson_Darren,amarilla,56
Mundial 1998,Escocia,Noruega,/partidos/1998_escocia_noruega.php,Noruega,Berg_Henning,amarilla,58
Mundial 1998,Brasil,Marruecos,/partidos/1998_brasil_marruecos.php,Marruecos,Hadda_Abdeljalil,amarilla,32
Mundial 1998,Brasil,Marruecos,/partidos/1998_brasil_marruecos.php,Brasil,Sampaio_Cesar,amarilla,36
Mundial 1998,Brasil,Marruecos,/partidos/1998_brasil_marruecos.php,Marruecos,Chiba_Said,amarilla,64
Mundial 1998,Brasil,Marruecos,/partidos/1998_brasil_marruecos.php,Brasil,Baiano_Junior,amarilla,87
Mundial 1998,Chile,Austria,/partidos/1998_chile_austria.php,Chile,Villarroel_Moises,amarilla,16
Mundial 1998,Chile,Austria,/partidos/1998_chile_austria.php,Austria,Schoettel_Peter,amarilla,26
Mundial 1998,Chile,Austria,/partidos/1998_chile_austria.php,Chile,Estay_Fabian,amarilla,47
Mundial 1998,Chile,Austria,/partidos/1998_chile_austria.php,Chile,Salas_Marcelo,amarilla,58
Mundial 1998,Chile,Austria,/partidos/1998_chile_austria.php,Chile,Zamorano_Ivan,amarilla,74
Mundial 1998,Italia,Camerún,/partidos/1998_italia_camerun.php,Camerún,Wome_Pierre,amarilla,6
Mundial 1998,Italia,Camerún,/partidos/1998_italia_camerun.php,Camerún,Njanka_Pierre,amarilla,16
Mundial 1998,Italia,Camerún,/partidos/1998_italia_camerun.php,Italia,Costacurta_Alessandro,amarilla,26
Mundial 1998,Italia,Camerún,/partidos/1998_italia_camerun.php,Camerún,Kalla_Raymond,Roja,71
Mundial 1998,Italia,Camerún,/partidos/1998_italia_camerun.php,Italia,Di_Luigi,amarilla,63
Mundial 1998,Italia,Camerún,/partidos/1998_italia_camerun.php,Camerún,Angibeaud_Didier,amarilla,79
Mundial 1998,Italia,Camerún,/partidos/1998_italia_camerun.php,Camerún,Song_Rigobert,amarilla,85
Mundial 1998,Francia,ArabiaSaudita,/partidos/1998_francia_arabia_saudita.php,ArabiaSaudita,Al_Mohammed,amarilla,7
Mundial 1998,Francia,ArabiaSaudita,/partidos/1998_francia_arabia_saudita.php,ArabiaSaudita,Al_Mohammed,Roja,71
Mundial 1998,Francia,ArabiaSaudita,/partidos/1998_francia_arabia_saudita.php,Francia,Blanc_Laurent,amarilla,36
Mundial 1998,Francia,ArabiaSaudita,/partidos/1998_francia_arabia_saudita.php,Francia,Lizarazu_Bixente,amarilla,50
Mundial 1998,Francia,ArabiaSaudita,/partidos/1998_francia_arabia_saudita.php,Francia,Zidane_Zinedine,Roja,71
Mundial 1998,Francia,ArabiaSaudita,/partidos/1998_francia_arabia_saudita.php,ArabiaSaudita,Al_Sami,amarilla,82
Mundial 1998,Sudáfrica,Dinamarca,/partidos/1998_sudafrica_dinamarca.php,Dinamarca,Schjonberg_Michael,amarilla,23
Mundial 1998,Sudáfrica,Dinamarca,/partidos/1998_sudafrica_dinamarca.php,Sudáfrica,Nyathi_David,amarilla,28
Mundial 1998,Sudáfrica,Dinamarca,/partidos/1998_sudafrica_dinamarca.php,Dinamarca,Hogh_Jes,amarilla,56
Mundial 1998,Sudáfrica,Dinamarca,/partidos/1998_sudafrica_dinamarca.php,Dinamarca,Schmeichel_Peter,amarilla,57
Mundial 1998,Sudáfrica,Dinamarca,/partidos/1998_sudafrica_dinamarca.php,Sudáfrica,Issa_Pierre,amarilla,63
Mundial 1998,Sudáfrica,Dinamarca,/partidos/1998_sudafrica_dinamarca.php,Sudáfrica,Phiri_Alfred,amarilla,65
Mundial 1998,Sudáfrica,Dinamarca,/partidos/1998_sudafrica_dinamarca.php,Dinamarca,Molnar_Miklos,Roja,71
Mundial 1998,Sudáfrica,Dinamarca,/partidos/1998_sudafrica_dinamarca.php,Sudáfrica,Phiri_Alfred,Roja,71
Mundial 1998,Sudáfrica,Dinamarca,/partidos/1998_sudafrica_dinamarca.php,Sudáfrica,Radebe_Lucas,amarilla,73
Mundial 1998,Sudáfrica,Dinamarca,/partidos/1998_sudafrica_dinamarca.php,Dinamarca,Wieghorst_Morten,Roja,71
Mundial 1998,Nigeria,Bulgaria,/partidos/1998_nigeria_bulgaria.php,Nigeria,Adepoju_Mutiu,amarilla,20
Mundial 1998,Nigeria,Bulgaria,/partidos/1998_nigeria_bulgaria.php,Nigeria,Okechukwu_Uche,amarilla,44
Mundial 1998,Nigeria,Bulgaria,/partidos/1998_nigeria_bulgaria.php,Nigeria,Ikpeba_Victor,amarilla,49
Mundial 1998,Nigeria,Bulgaria,/partidos/1998_nigeria_bulgaria.php,Bulgaria,Iliev_Ilian,amarilla,66
Mundial 1998,Nigeria,Bulgaria,/partidos/1998_nigeria_bulgaria.php,Nigeria,Jay_Jay,amarilla,70
Mundial 1998,Nigeria,Bulgaria,/partidos/1998_nigeria_bulgaria.php,Bulgaria,Kishishev_Radostin,amarilla,78
Mundial 1998,España,Paraguay,/partidos/1998_espana_paraguay.php,España,Sergi,amarilla,8
Mundial 1998,España,Paraguay,/partidos/1998_espana_paraguay.php,Paraguay,Ayala_Celso,amarilla,30
Mundial 1998,España,Paraguay,/partidos/1998_espana_paraguay.php,Paraguay,Arce_Francisco,amarilla,76
Mundial 1998,España,Paraguay,/partidos/1998_espana_paraguay.php,España,Kiko,amarilla,87
Mundial 1998,Holanda,CoreadelSur,/partidos/1998_holanda_corea_del_sur.php,CoreadelSur,Soo_Yong,amarilla,26
Mundial 1998,Holanda,CoreadelSur,/partidos/1998_holanda_corea_del_sur.php,CoreadelSur,Soo_Jong,amarilla,90+2
Mundial 1998,Bélgica,México,/partidos/1998_belgica_mexico.php,México,Pardo_Pavel,Roja,71
Mundial 1998,Bélgica,México,/partidos/1998_belgica_mexico.php,México,Ramirez_Ramon,amarilla,39
Mundial 1998,Bélgica,México,/partidos/1998_belgica_mexico.php,México,Blanco_Cuauhtemoc,amarilla,47
Mundial 1998,Bélgica,México,/partidos/1998_belgica_mexico.php,Bélgica,Verheyen_Gert,Roja,71
Mundial 1998,Bélgica,México,/partidos/1998_belgica_mexico.php,Bélgica,Vidovic_Gordan,amarilla,68
Mundial 1998,Japón,Croacia,/partidos/1998_japon_croacia.php,Croacia,Prosinecki_Robert,amarilla,26
Mundial 1998,Japón,Croacia,/partidos/1998_japon_croacia.php,Japón,Nanami_Hiroshi,amarilla,41
Mundial 1998,Japón,Croacia,/partidos/1998_japon_croacia.php,Japón,Nakanishi_Eisuke,amarilla,70
Mundial 1998,Japón,Croacia,/partidos/1998_japon_croacia.php,Croacia,Stanic_Mario,amarilla,83
Mundial 1998,Japón,Croacia,/partidos/1998_japon_croacia.php,Japón,Akita_Yutaka,amarilla,89
Mundial 1998,Argentina,Jamaica,/partidos/1998_argentina_jamaica.php,Jamaica,Powell_Darryl,amarilla,4
Mundial 1998,Argentina,Jamaica,/partidos/1998_argentina_jamaica.php,Jamaica,Powell_Darryl,Roja,71
Mundial 1998,Argentina,Jamaica,/partidos/1998_argentina_jamaica.php,Argentina,Chamot_Jose,amarilla,65
Mundial 1998,Argentina,Jamaica,/partidos/1998_argentina_jamaica.php,Jamaica,Cargill_Peter,amarilla,88
Mundial 1998,Alemania,RFdeYugoslavia,/partidos/1998_alemania_rf_de_yugoslavia.php,Alemania,Matthaeus_Lothar,amarilla,75
Mundial 1998,EstadosUnidos,Irán,/partidos/1998_estados_unidos_iran.php,Irán,Minavand_Mehrdad,amarilla,8
Mundial 1998,EstadosUnidos,Irán,/partidos/1998_estados_unidos_iran.php,EstadosUnidos,Regis_David,amarilla,18
Mundial 1998,EstadosUnidos,Irán,/partidos/1998_estados_unidos_iran.php,Irán,Zarincheh_Javad,amarilla,77
Mundial 1998,Colombia,Túnez,/partidos/1998_colombia_tunez.php,Túnez,Bouazizi_Riadh,amarilla,16
Mundial 1998,Colombia,Túnez,/partidos/1998_colombia_tunez.php,Colombia,Santa_Jose,amarilla,18
Mundial 1998,Colombia,Túnez,/partidos/1998_colombia_tunez.php,Túnez,Clayton,amarilla,83
Mundial 1998,Rumania,Inglaterra,/partidos/1998_rumania_inglaterra.php,Rumania,Hagi_Gheorghe,amarilla,4
Mundial 1998,Rumania,Inglaterra,/partidos/1998_rumania_inglaterra.php,Rumania,Popescu_Gheorghe,amarilla,46
Mundial 1998,Rumania,Inglaterra,/partidos/1998_rumania_inglaterra.php,Rumania,Ciobotariu_Liviu,amarilla,78
Mundial 1998,Rumania,Inglaterra,/partidos/1998_rumania_inglaterra.php,Rumania,Filipescu_Iulian,amarilla,88
Mundial 1998,Italia,Austria,/partidos/1998_italia_austria.php,Austria,Feiersinger_Wolfgang,amarilla,3
Mundial 1998,Italia,Austria,/partidos/1998_italia_austria.php,Austria,Vastic_Ivica,amarilla,35
Mundial 1998,Italia,Austria,/partidos/1998_italia_austria.php,Austria,Schoettel_Peter,amarilla,43
Mundial 1998,Italia,Austria,/partidos/1998_italia_austria.php,Italia,Maldini_Paolo,amarilla,87
Mundial 1998,Italia,Austria,/partidos/1998_italia_austria.php,Austria,Reinmayr_Hannes,amarilla,88
Mundial 1998,Escocia,Marruecos,/partidos/1998_escocia_marruecos.php,Escocia,Gallacher_Kevin,amarilla,21
Mundial 1998,Escocia,Marruecos,/partidos/1998_escocia_marruecos.php,Escocia,Burley_Craig,Roja,71
Mundial 1998,Escocia,Marruecos,/partidos/1998_escocia_marruecos.php,Marruecos,Chippo_Youssef,amarilla,81
Mundial 1998,Brasil,Noruega,/partidos/1998_brasil_noruega.php,Noruega,Leonhardsen_Oyvind,amarilla,54
Mundial 1998,Brasil,Noruega,/partidos/1998_brasil_noruega.php,Noruega,Andre_Tore,amarilla,61
Mundial 1998,Chile,Camerún,/partidos/1998_chile_camerun.php,Camerún,Song_Rigobert,amarilla,8
Mundial 1998,Chile,Camerún,/partidos/1998_chile_camerun.php,Chile,Parraguez_Nelson,amarilla,50
Mundial 1998,Chile,Camerún,/partidos/1998_chile_camerun.php,Camerún,Song_Rigobert,Roja,71
Mundial 1998,Chile,Camerún,/partidos/1998_chile_camerun.php,Chile,Rojas_Francisco,amarilla,55
Mundial 1998,Chile,Camerún,/partidos/1998_chile_camerun.php,Chile,Villarroel_Moises,amarilla,66
Mundial 1998,Chile,Camerún,/partidos/1998_chile_camerun.php,Camerún,Lauren,Roja,71
Mundial 1998,Chile,Camerún,/partidos/1998_chile_camerun.php,Chile,Ramirez_Miguel,amarilla,89
Mundial 1998,España,Bulgaria,/partidos/1998_espana_bulgaria.php,España,Aguilera,amarilla,16
Mundial 1998,España,Bulgaria,/partidos/1998_espana_bulgaria.php,Bulgaria,Penev_Luboslav,amarilla,45
Mundial 1998,España,Bulgaria,/partidos/1998_espana_bulgaria.php,España,Guerrero_Julen,amarilla,73
Mundial 1998,España,Bulgaria,/partidos/1998_espana_bulgaria.php,Bulgaria,Bachev_Georgi,amarilla,85
Mundial 1998,Francia,Dinamarca,/partidos/1998_francia_dinamarca.php,Francia,Diomede_Bernard,amarilla,53
Mundial 1998,Francia,Dinamarca,/partidos/1998_francia_dinamarca.php,Francia,Vieira_Patrick,amarilla,62
Mundial 1998,Francia,Dinamarca,/partidos/1998_francia_dinamarca.php,Dinamarca,Colding_Soren,amarilla,65
Mundial 1998,Francia,Dinamarca,/partidos/1998_francia_dinamarca.php,Dinamarca,Tofting_Stig,amarilla,78
Mundial 1998,Nigeria,Paraguay,/partidos/1998_nigeria_paraguay.php,Nigeria,Eguavoen_Augustine,amarilla,25
Mundial 1998,Nigeria,Paraguay,/partidos/1998_nigeria_paraguay.php,Nigeria,Iroha_Ben,amarilla,38
Mundial 1998,Sudáfrica,ArabiaSaudita,/partidos/1998_sudafrica_arabia_saudita.php,ArabiaSaudita,Al_Khamis,amarilla,30
Mundial 1998,Sudáfrica,ArabiaSaudita,/partidos/1998_sudafrica_arabia_saudita.php,Sudáfrica,Fortune_Quinton,amarilla,38
Mundial 1998,Sudáfrica,ArabiaSaudita,/partidos/1998_sudafrica_arabia_saudita.php,Sudáfrica,Radebe_Lucas,amarilla,65
Mundial 1998,Bélgica,CoreadelSur,/partidos/1998_belgica_corea_del_sur.php,CoreadelSur,Young_Tae,amarilla,48
Mundial 1998,Bélgica,CoreadelSur,/partidos/1998_belgica_corea_del_sur.php,Bélgica,Borkelmans_Vital,amarilla,65
Mundial 1998,Bélgica,CoreadelSur,/partidos/1998_belgica_corea_del_sur.php,CoreadelSur,Saeng_Lim,amarilla,67
Mundial 1998,Bélgica,CoreadelSur,/partidos/1998_belgica_corea_del_sur.php,CoreadelSur,Ji_Byung,amarilla,83
Mundial 1998,Bélgica,CoreadelSur,/partidos/1998_belgica_corea_del_sur.php,CoreadelSur,Sung_Min,amarilla,83
Mundial 1998,Holanda,México,/partidos/1998_holanda_mexico.php,México,Villa_German,amarilla,18
Mundial 1998,Holanda,México,/partidos/1998_holanda_mexico.php,Holanda,Stam_Jaap,amarilla,21
Mundial 1998,Holanda,México,/partidos/1998_holanda_mexico.php,México,Hernandez_Luis,amarilla,46
Mundial 1998,Holanda,México,/partidos/1998_holanda_mexico.php,Holanda,Numan_Arthur,amarilla,46
Mundial 1998,Holanda,México,/partidos/1998_holanda_mexico.php,México,Carmona_Salvador,amarilla,58
Mundial 1998,Holanda,México,/partidos/1998_holanda_mexico.php,México,Pelaez_Ricardo,amarilla,68
Mundial 1998,Holanda,México,/partidos/1998_holanda_mexico.php,México,Ramirez_Ramon,Roja,71
Mundial 1998,Alemania,Irán,/partidos/1998_alemania_iran.php,Alemania,Klinsmann_Juergen,amarilla,31
Mundial 1998,Alemania,Irán,/partidos/1998_alemania_iran.php,Alemania,Haessler_Thomas,amarilla,45
Mundial 1998,Alemania,Irán,/partidos/1998_alemania_iran.php,Irán,Daei_Ali,amarilla,47
Mundial 1998,EstadosUnidos,RFdeYugoslavia,/partidos/1998_estados_unidos_rf_de_yugoslavia.php,EstadosUnidos,Reyna_Claudio,amarilla,13
Mundial 1998,EstadosUnidos,RFdeYugoslavia,/partidos/1998_estados_unidos_rf_de_yugoslavia.php,RFdeYugoslavia,Stankovic_Dejan,amarilla,41
Mundial 1998,EstadosUnidos,RFdeYugoslavia,/partidos/1998_estados_unidos_rf_de_yugoslavia.php,RFdeYugoslavia,Ognjenovic_Perica,amarilla,61
Mundial 1998,Rumania,Túnez,/partidos/1998_rumania_tunez.php,Túnez,Beya_Zoubeir,amarilla,28
Mundial 1998,Rumania,Túnez,/partidos/1998_rumania_tunez.php,Túnez,Souayah_Skander,amarilla,57
Mundial 1998,Colombia,Inglaterra,/partidos/1998_colombia_inglaterra.php,Colombia,Serna_Mauricio,amarilla,20
Mundial 1998,Colombia,Inglaterra,/partidos/1998_colombia_inglaterra.php,Inglaterra,Scholes_Paul,amarilla,22
Mundial 1998,Colombia,Inglaterra,/partidos/1998_colombia_inglaterra.php,Colombia,Aristizabal_Victor,amarilla,86
Mundial 1998,Colombia,Inglaterra,/partidos/1998_colombia_inglaterra.php,Colombia,Bermudez_Jorge,amarilla,89
Mundial 1998,Colombia,Inglaterra,/partidos/1998_colombia_inglaterra.php,Inglaterra,Shearer_Alan,amarilla,89
Mundial 1998,Japón,Jamaica,/partidos/1998_japon_jamaica.php,Japón,Yamaguchi_Motohiro,amarilla,4
Mundial 1998,Japón,Jamaica,/partidos/1998_japon_jamaica.php,Jamaica,Malcolm_Stephen,amarilla,78
Mundial 1998,Japón,Jamaica,/partidos/1998_japon_jamaica.php,Jamaica,Dawes_Christopher,amarilla,88
Mundial 1998,Argentina,Croacia,/partidos/1998_argentina_croacia.php,Croacia,Bilic_Slaven,amarilla,20
Mundial 1998,Argentina,Croacia,/partidos/1998_argentina_croacia.php,Argentina,Ortega_Ariel,amarilla,23
