Mundia,local,visitante,Link,Pais,Jugador,Tarjeta,minuto
Mundial 2010,Francia,Sudáfrica,/partidos/2010_francia_sudafrica.php,Francia,Gourcuff_Yoann,Roja,71
Mundial 2010,Francia,Sudáfrica,/partidos/2010_francia_sudafrica.php,Francia,Diaby_Abou,amarilla,71
Mundial 2010,Nigeria,CoreadelSur,/partidos/2010_nigeria_corea_del_sur.php,Nigeria,Enyeama_Vincent,amarilla,31
Mundial 2010,Nigeria,CoreadelSur,/partidos/2010_nigeria_corea_del_sur.php,Nigeria,Ogbuke_Chinedu,amarilla,37
Mundial 2010,Nigeria,CoreadelSur,/partidos/2010_nigeria_corea_del_sur.php,Nigeria,Ayila_Yussuf,amarilla,42
Mundial 2010,Nigeria,CoreadelSur,/partidos/2010_nigeria_corea_del_sur.php,CoreadelSur,Il_Nam,amarilla,68
Mundial 2010,Grecia,Argentina,/partidos/2010_grecia_argentina.php,Grecia,Katsouranis_Konstantinos,amarilla,30
Mundial 2010,Grecia,Argentina,/partidos/2010_grecia_argentina.php,Argentina,Bolatti_Mario,amarilla,76
Mundial 2010,Eslovenia,Inglaterra,/partidos/2010_eslovenia_inglaterra.php,Eslovenia,Jokic_Bojan,amarilla,40
Mundial 2010,Eslovenia,Inglaterra,/partidos/2010_eslovenia_inglaterra.php,Inglaterra,Johnson_Glen,amarilla,48
Mundial 2010,Eslovenia,Inglaterra,/partidos/2010_eslovenia_inglaterra.php,Eslovenia,Birsa_Valter,amarilla,79
Mundial 2010,Eslovenia,Inglaterra,/partidos/2010_eslovenia_inglaterra.php,Eslovenia,Dedic_Zlatko,amarilla,81
Mundial 2010,EstadosUnidos,Argelia,/partidos/2010_estados_unidos_argelia.php,Argelia,Yebda_Hassan,amarilla,12
Mundial 2010,EstadosUnidos,Argelia,/partidos/2010_estados_unidos_argelia.php,EstadosUnidos,Altidore_Jozy,amarilla,62
Mundial 2010,EstadosUnidos,Argelia,/partidos/2010_estados_unidos_argelia.php,Argelia,Yahia_Anther,amarilla,76
Mundial 2010,EstadosUnidos,Argelia,/partidos/2010_estados_unidos_argelia.php,Argelia,Lacen_Medhi,amarilla,83
Mundial 2010,EstadosUnidos,Argelia,/partidos/2010_estados_unidos_argelia.php,EstadosUnidos,Beasley_DaMarcus,amarilla,90
Mundial 2010,EstadosUnidos,Argelia,/partidos/2010_estados_unidos_argelia.php,Argelia,Yahia_Anther,Roja,71
Mundial 2010,Ghana,Alemania,/partidos/2010_ghana_alemania.php,Ghana,Ayew_Andre,amarilla,40
Mundial 2010,Ghana,Alemania,/partidos/2010_ghana_alemania.php,Alemania,Mueller_Thomas,amarilla,43
Mundial 2010,Australia,Serbia,/partidos/2010_australia_serbia.php,Serbia,Lukovic_Aleksandar,amarilla,18
Mundial 2010,Australia,Serbia,/partidos/2010_australia_serbia.php,Australia,Beauchamp_Michael,amarilla,49
Mundial 2010,Australia,Serbia,/partidos/2010_australia_serbia.php,Australia,Wilkshire_Luke,amarilla,50
Mundial 2010,Australia,Serbia,/partidos/2010_australia_serbia.php,Serbia,Ninkovic_Milos,amarilla,59
Mundial 2010,Australia,Serbia,/partidos/2010_australia_serbia.php,Australia,Emerton_Brett,amarilla,67
Mundial 2010,Eslovaquia,Italia,/partidos/2010_eslovaquia_italia.php,Eslovaquia,Strba_Zdenko,amarilla,16
Mundial 2010,Eslovaquia,Italia,/partidos/2010_eslovaquia_italia.php,Italia,Cannavaro_Fabio,amarilla,31
Mundial 2010,Eslovaquia,Italia,/partidos/2010_eslovaquia_italia.php,Eslovaquia,Vittek_Robert,amarilla,40
Mundial 2010,Eslovaquia,Italia,/partidos/2010_eslovaquia_italia.php,Eslovaquia,Pekarik_Peter,amarilla,50
Mundial 2010,Eslovaquia,Italia,/partidos/2010_eslovaquia_italia.php,Italia,Chiellini_Giorgio,amarilla,67
Mundial 2010,Eslovaquia,Italia,/partidos/2010_eslovaquia_italia.php,Italia,Pepe_Simone,amarilla,76
Mundial 2010,Eslovaquia,Italia,/partidos/2010_eslovaquia_italia.php,Eslovaquia,Mucha_Jan,amarilla,82
Mundial 2010,Eslovaquia,Italia,/partidos/2010_eslovaquia_italia.php,Italia,Quagliarella_Fabio,amarilla,83
Mundial 2010,Paraguay,NuevaZelanda,/partidos/2010_paraguay_nueva_zelanda.php,Paraguay,Caceres_Victor,amarilla,10
Mundial 2010,Paraguay,NuevaZelanda,/partidos/2010_paraguay_nueva_zelanda.php,Paraguay,Santa_Roque,amarilla,41
Mundial 2010,Paraguay,NuevaZelanda,/partidos/2010_paraguay_nueva_zelanda.php,NuevaZelanda,Nelsen_Ryan,amarilla,56
Mundial 2010,Dinamarca,Japón,/partidos/2010_dinamarca_japon.php,Japón,Endo_Yasuhito,amarilla,12
Mundial 2010,Dinamarca,Japón,/partidos/2010_dinamarca_japon.php,Japón,Nagatomo_Yuto,amarilla,26
Mundial 2010,Dinamarca,Japón,/partidos/2010_dinamarca_japon.php,Dinamarca,Kroldrup_Per,amarilla,29
Mundial 2010,Dinamarca,Japón,/partidos/2010_dinamarca_japon.php,Dinamarca,Poulsen_Christian,amarilla,48
Mundial 2010,Dinamarca,Japón,/partidos/2010_dinamarca_japon.php,Dinamarca,Bendtner_Nicklas,amarilla,66
Mundial 2010,Camerún,Holanda,/partidos/2010_camerun_holanda.php,Holanda,Kuyt_Dirk,amarilla,17
Mundial 2010,Camerún,Holanda,/partidos/2010_camerun_holanda.php,Camerún,N'koulou_Nicolas,amarilla,25
Mundial 2010,Camerún,Holanda,/partidos/2010_camerun_holanda.php,Holanda,Van_Rafael,amarilla,65
Mundial 2010,Camerún,Holanda,/partidos/2010_camerun_holanda.php,Holanda,Van_Giovanni,amarilla,70
Mundial 2010,Camerún,Holanda,/partidos/2010_camerun_holanda.php,Camerún,Mbia_Stephane,amarilla,81
Mundial 2010,Portugal,Brasil,/partidos/2010_portugal_brasil.php,Brasil,Fabiano_Luis,amarilla,15
Mundial 2010,Portugal,Brasil,/partidos/2010_portugal_brasil.php,Portugal,Duda,amarilla,25
Mundial 2010,Portugal,Brasil,/partidos/2010_portugal_brasil.php,Brasil,Juan,amarilla,25
Mundial 2010,Portugal,Brasil,/partidos/2010_portugal_brasil.php,Portugal,Tiago,amarilla,31
Mundial 2010,Portugal,Brasil,/partidos/2010_portugal_brasil.php,Portugal,Pepe,amarilla,40
Mundial 2010,Portugal,Brasil,/partidos/2010_portugal_brasil.php,Brasil,Melo_Felipe,amarilla,43
Mundial 2010,Portugal,Brasil,/partidos/2010_portugal_brasil.php,Portugal,Coentrao_Fabio,amarilla,45
Mundial 2010,Chile,España,/partidos/2010_chile_espana.php,Chile,Medel_Gary,amarilla,15
Mundial 2010,Chile,España,/partidos/2010_chile_espana.php,Chile,Ponce_Waldo,amarilla,19
Mundial 2010,Chile,España,/partidos/2010_chile_espana.php,Chile,Estrada_Marco,amarilla,21
Mundial 2010,Chile,España,/partidos/2010_chile_espana.php,Chile,Estrada_Marco,Roja,71
Mundial 2010,Suiza,Honduras,/partidos/2010_suiza_honduras.php,Honduras,Thomas_Hendry,amarilla,4
Mundial 2010,Suiza,Honduras,/partidos/2010_suiza_honduras.php,Suiza,Fernandes_Gelson,amarilla,34
Mundial 2010,Suiza,Honduras,/partidos/2010_suiza_honduras.php,Honduras,Suazo_David,amarilla,58
Mundial 2010,Suiza,Honduras,/partidos/2010_suiza_honduras.php,Honduras,Chavez_Osman,amarilla,64
Mundial 2010,Suiza,Honduras,/partidos/2010_suiza_honduras.php,Honduras,Palacios_Wilson,amarilla,89
Mundial 2010,Uruguay,CoreadelSur,/partidos/2010_uruguay_corea_del_sur.php,CoreadelSur,Woo_Jung,amarilla,38
Mundial 2010,Uruguay,CoreadelSur,/partidos/2010_uruguay_corea_del_sur.php,CoreadelSur,Ri_Du,amarilla,69
Mundial 2010,Uruguay,CoreadelSur,/partidos/2010_uruguay_corea_del_sur.php,CoreadelSur,Hyung_Yong,amarilla,83
Mundial 2010,EstadosUnidos,Ghana,/partidos/2010_estados_unidos_ghana.php,EstadosUnidos,Clark_Ricardo,amarilla,7
Mundial 2010,EstadosUnidos,Ghana,/partidos/2010_estados_unidos_ghana.php,EstadosUnidos,Cherundolo_Steve,amarilla,18
Mundial 2010,EstadosUnidos,Ghana,/partidos/2010_estados_unidos_ghana.php,Ghana,Mensah_John,amarilla,61
Mundial 2010,EstadosUnidos,Ghana,/partidos/2010_estados_unidos_ghana.php,EstadosUnidos,Bocanegra_Carlos,amarilla,68
Mundial 2010,EstadosUnidos,Ghana,/partidos/2010_estados_unidos_ghana.php,Ghana,Ayew_Andre,amarilla,90+2
Mundial 2010,Alemania,Inglaterra,/partidos/2010_alemania_inglaterra.php,Alemania,Friedrich_Arne,amarilla,47
Mundial 2010,Alemania,Inglaterra,/partidos/2010_alemania_inglaterra.php,Inglaterra,Johnson_Glen,amarilla,81
Mundial 2010,Argentina,México,/partidos/2010_argentina_mexico.php,México,Marquez_Rafael,amarilla,28
Mundial 2010,Holanda,Eslovaquia,/partidos/2010_holanda_eslovaquia.php,Holanda,Robben_Arjen,amarilla,31
Mundial 2010,Holanda,Eslovaquia,/partidos/2010_holanda_eslovaquia.php,Eslovaquia,Kucka_Juraj,amarilla,40
Mundial 2010,Holanda,Eslovaquia,/partidos/2010_holanda_eslovaquia.php,Eslovaquia,Kopunek_Kamil,amarilla,72
Mundial 2010,Holanda,Eslovaquia,/partidos/2010_holanda_eslovaquia.php,Eslovaquia,Skrtel_Martin,amarilla,84
Mundial 2010,Holanda,Eslovaquia,/partidos/2010_holanda_eslovaquia.php,Holanda,Stekelenburg_Maarten,amarilla,90+3
Mundial 2010,Brasil,Chile,/partidos/2010_brasil_chile.php,Brasil,Kaka,amarilla,30
Mundial 2010,Brasil,Chile,/partidos/2010_brasil_chile.php,Chile,Vidal_Arturo,amarilla,47
Mundial 2010,Brasil,Chile,/partidos/2010_brasil_chile.php,Chile,Fuentes_Ismael,amarilla,68
Mundial 2010,Brasil,Chile,/partidos/2010_brasil_chile.php,Brasil,Ramires,amarilla,72
Mundial 2010,Brasil,Chile,/partidos/2010_brasil_chile.php,Chile,Millar_Rodrigo,amarilla,80
Mundial 2010,Paraguay,Japón,/partidos/2010_paraguay_japon.php,Japón,Matsui_Daisuke,amarilla,58
Mundial 2010,Paraguay,Japón,/partidos/2010_paraguay_japon.php,Japón,Nagatomo_Yuto,amarilla,72
Mundial 2010,Paraguay,Japón,/partidos/2010_paraguay_japon.php,Japón,Honda_Keisuke,amarilla,90+3
Mundial 2010,Paraguay,Japón,/partidos/2010_paraguay_japon.php,Japón,Endo_Yasuhito,amarilla,113
Mundial 2010,Paraguay,Japón,/partidos/2010_paraguay_japon.php,Paraguay,Riveros_Cristian,amarilla,118
Mundial 2010,España,Portugal,/partidos/2010_espana_portugal.php,España,Alonso_Xabi,amarilla,74
Mundial 2010,España,Portugal,/partidos/2010_espana_portugal.php,Portugal,Tiago,amarilla,80
Mundial 2010,España,Portugal,/partidos/2010_espana_portugal.php,Portugal,Costa_Ricardo,Roja,71
Mundial 2010,Holanda,Brasil,/partidos/2010_holanda_brasil.php,Holanda,Heitinga_John,amarilla,14
Mundial 2010,Holanda,Brasil,/partidos/2010_holanda_brasil.php,Brasil,Bastos_Michel,amarilla,37
Mundial 2010,Holanda,Brasil,/partidos/2010_holanda_brasil.php,Holanda,Van_Gregory,amarilla,47
Mundial 2010,Holanda,Brasil,/partidos/2010_holanda_brasil.php,Holanda,De_Nigel,amarilla,64
Mundial 2010,Holanda,Brasil,/partidos/2010_holanda_brasil.php,Holanda,Ooijer_Andre,amarilla,76
Mundial 2010,Uruguay,Ghana,/partidos/2010_uruguay_ghana.php,Uruguay,Fucile_Jorge,amarilla,20
Mundial 2010,Uruguay,Ghana,/partidos/2010_uruguay_ghana.php,Uruguay,Arevalo_Egidio,amarilla,48
Mundial 2010,Uruguay,Ghana,/partidos/2010_uruguay_ghana.php,Ghana,Pantsil_John,amarilla,54
Mundial 2010,Uruguay,Ghana,/partidos/2010_uruguay_ghana.php,Uruguay,Perez_Diego,amarilla,59
Mundial 2010,Uruguay,Ghana,/partidos/2010_uruguay_ghana.php,Ghana,Sarpei_Hans,amarilla,77
Mundial 2010,Uruguay,Ghana,/partidos/2010_uruguay_ghana.php,Ghana,Mensah_John,amarilla,93
Mundial 2010,Uruguay,Ghana,/partidos/2010_uruguay_ghana.php,Uruguay,Suarez_Luis,Roja,71
Mundial 2010,Argentina,Alemania,/partidos/2010_argentina_alemania.php,Argentina,Otamendi_Nicolas,amarilla,11
Mundial 2010,Argentina,Alemania,/partidos/2010_argentina_alemania.php,Alemania,Mueller_Thomas,amarilla,35
Mundial 2010,Argentina,Alemania,/partidos/2010_argentina_alemania.php,Argentina,Mascherano_Javier,amarilla,80
Mundial 2010,Paraguay,España,/partidos/2010_paraguay_espana.php,España,Piqué_Gerard,amarilla,57
Mundial 2010,Paraguay,España,/partidos/2010_paraguay_espana.php,Paraguay,Alcaraz_Antolin,amarilla,59
Mundial 2010,Paraguay,España,/partidos/2010_paraguay_espana.php,Paraguay,Caceres_Victor,amarilla,59
Mundial 2010,Paraguay,España,/partidos/2010_paraguay_espana.php,España,Busquets_Sergio,amarilla,63
Mundial 2010,Paraguay,España,/partidos/2010_paraguay_espana.php,Paraguay,Morel_Claudio,amarilla,71
Mundial 2010,Paraguay,España,/partidos/2010_paraguay_espana.php,Paraguay,Santana_Jonathan,amarilla,88
Mundial 2010,Uruguay,Holanda,/partidos/2010_uruguay_holanda.php,Uruguay,Pereira_Maximiliano,amarilla,21
Mundial 2010,Uruguay,Holanda,/partidos/2010_uruguay_holanda.php,Holanda,Sneijder_Wesley,amarilla,29
Mundial 2010,Uruguay,Holanda,/partidos/2010_uruguay_holanda.php,Uruguay,Caceres_Martin,amarilla,29
Mundial 2010,Uruguay,Holanda,/partidos/2010_uruguay_holanda.php,Holanda,Boulahrouz_Khalid,amarilla,78
Mundial 2010,Uruguay,Holanda,/partidos/2010_uruguay_holanda.php,Holanda,Van_Mark,amarilla,90+5
Mundial 2010,Uruguay,Alemania,/partidos/2010_uruguay_alemania.php,Alemania,Aogo_Dennis,amarilla,5
Mundial 2010,Uruguay,Alemania,/partidos/2010_uruguay_alemania.php,Alemania,Cacau,amarilla,7
Mundial 2010,Uruguay,Alemania,/partidos/2010_uruguay_alemania.php,Uruguay,Perez_Diego,amarilla,61
Mundial 2010,Uruguay,Alemania,/partidos/2010_uruguay_alemania.php,Alemania,Friedrich_Arne,amarilla,90+2
Mundial 2010,Holanda,España,/partidos/2010_holanda_espana.php,Holanda,Van_Robin,amarilla,15
Mundial 2010,Holanda,España,/partidos/2010_holanda_espana.php,España,Puyol_Carles,amarilla,16
Mundial 2010,Holanda,España,/partidos/2010_holanda_espana.php,Holanda,Van_Mark,amarilla,22
Mundial 2010,Holanda,España,/partidos/2010_holanda_espana.php,España,Ramos_Sergio,amarilla,23
Mundial 2010,Holanda,España,/partidos/2010_holanda_espana.php,Holanda,De_Nigel,amarilla,28
Mundial 2010,Holanda,España,/partidos/2010_holanda_espana.php,Holanda,Van_Giovanni,amarilla,54
Mundial 2010,Holanda,España,/partidos/2010_holanda_espana.php,Holanda,Heitinga_John,amarilla,57
Mundial 2010,Holanda,España,/partidos/2010_holanda_espana.php,España,Capdevila_Joan,amarilla,67
Mundial 2010,Holanda,España,/partidos/2010_holanda_espana.php,Holanda,Robben_Arjen,amarilla,84
Mundial 2010,Holanda,España,/partidos/2010_holanda_espana.php,Holanda,Heitinga_John,Roja,71
Mundial 2010,Holanda,España,/partidos/2010_holanda_espana.php,Holanda,Van_Gregory,amarilla,111
Mundial 2010,Holanda,España,/partidos/2010_holanda_espana.php,Holanda,Mathijsen_Joris,amarilla,117
Mundial 2010,Holanda,España,/partidos/2010_holanda_espana.php,España,Iniesta_Andrés,amarilla,118
Mundial 2010,Holanda,España,/partidos/2010_holanda_espana.php,España,Xavi,amarilla,120+1
Mundial 2006,Alemania,CostaRica,/partidos/2006_alemania_costa_rica.php,CostaRica,Fonseca_Danny,amarilla,30
Mundial 2006,Polonia,Ecuador,/partidos/2006_polonia_ecuador.php,Ecuador,Hurtado_Ivan,amarilla,31
Mundial 2006,Polonia,Ecuador,/partidos/2006_polonia_ecuador.php,Polonia,Smolarek_Ebi,amarilla,37
Mundial 2006,Polonia,Ecuador,/partidos/2006_polonia_ecuador.php,Ecuador,Mendez_Edison,amarilla,70
Mundial 2006,Inglaterra,Paraguay,/partidos/2006_inglaterra_paraguay.php,Inglaterra,Gerrard_Steven,amarilla,19
Mundial 2006,Inglaterra,Paraguay,/partidos/2006_inglaterra_paraguay.php,Paraguay,Valdez_Nelson,amarilla,22
Mundial 2006,Inglaterra,Paraguay,/partidos/2006_inglaterra_paraguay.php,Inglaterra,Crouch_Peter,amarilla,63
Mundial 2006,TrinidadyTobago,Suecia,/partidos/2006_trinidad_y_tobago_suecia.php,TrinidadyTobago,John_Avery,amarilla,15
Mundial 2006,TrinidadyTobago,Suecia,/partidos/2006_trinidad_y_tobago_suecia.php,TrinidadyTobago,John_Avery,Roja,71
Mundial 2006,TrinidadyTobago,Suecia,/partidos/2006_trinidad_y_tobago_suecia.php,TrinidadyTobago,Yorke_Dwight,amarilla,74
Mundial 2006,TrinidadyTobago,Suecia,/partidos/2006_trinidad_y_tobago_suecia.php,Suecia,Larsson_Henrik,amarilla,90
Mundial 2006,Argentina,CostadeMarfil,/partidos/2006_argentina_costa_de_marfil.php,Argentina,Saviola_Javier,amarilla,41
Mundial 2006,Argentina,CostadeMarfil,/partidos/2006_argentina_costa_de_marfil.php,Argentina,Heinze_Gabriel,amarilla,48
Mundial 2006,Argentina,CostadeMarfil,/partidos/2006_argentina_costa_de_marfil.php,CostadeMarfil,Eboue_Emmanuel,amarilla,62
Mundial 2006,Argentina,CostadeMarfil,/partidos/2006_argentina_costa_de_marfil.php,Argentina,Gonzalez_Luis,amarilla,81
Mundial 2006,Argentina,CostadeMarfil,/partidos/2006_argentina_costa_de_marfil.php,CostadeMarfil,Drogba_Didier,amarilla,90+1
Mundial 2006,SerbiayMontenegro,Holanda,/partidos/2006_serbia_y_montenegro_holanda.php,SerbiayMontenegro,Stankovic_Dejan,amarilla,34
Mundial 2006,SerbiayMontenegro,Holanda,/partidos/2006_serbia_y_montenegro_holanda.php,Holanda,Van_Giovanni,amarilla,56
Mundial 2006,SerbiayMontenegro,Holanda,/partidos/2006_serbia_y_montenegro_holanda.php,SerbiayMontenegro,Koroman_Ognjen,amarilla,64
Mundial 2006,SerbiayMontenegro,Holanda,/partidos/2006_serbia_y_montenegro_holanda.php,SerbiayMontenegro,Dragutinovic_Ivica,amarilla,81
Mundial 2006,SerbiayMontenegro,Holanda,/partidos/2006_serbia_y_montenegro_holanda.php,Holanda,Heitinga_John,amarilla,85
Mundial 2006,SerbiayMontenegro,Holanda,/partidos/2006_serbia_y_montenegro_holanda.php,SerbiayMontenegro,Gavrancic_Goran,amarilla,90
Mundial 2006,México,Irán,/partidos/2006_mexico_iran.php,México,Torrado_Gerardo,amarilla,18
Mundial 2006,México,Irán,/partidos/2006_mexico_iran.php,Irán,Nekounam_Javad,amarilla,55
Mundial 2006,México,Irán,/partidos/2006_mexico_iran.php,México,Salcido_Carlos,amarilla,90+1
Mundial 2006,Angola,Portugal,/partidos/2006_angola_portugal.php,Portugal,Ronaldo_Cristiano,amarilla,26
Mundial 2006,Angola,Portugal,/partidos/2006_angola_portugal.php,Angola,Jamba,amarilla,28
Mundial 2006,Angola,Portugal,/partidos/2006_angola_portugal.php,Angola,Loco,amarilla,45+3
Mundial 2006,Angola,Portugal,/partidos/2006_angola_portugal.php,Angola,Andre,amarilla,52
Mundial 2006,Angola,Portugal,/partidos/2006_angola_portugal.php,Portugal,Valente_Nuno,amarilla,79
Mundial 2006,Italia,Ghana,/partidos/2006_italia_ghana.php,Italia,De_Daniele,amarilla,10
Mundial 2006,Italia,Ghana,/partidos/2006_italia_ghana.php,Ghana,Muntari_Sulley,amarilla,41
Mundial 2006,Italia,Ghana,/partidos/2006_italia_ghana.php,Italia,Camoranesi_Mauro,amarilla,62
Mundial 2006,Italia,Ghana,/partidos/2006_italia_ghana.php,Ghana,Gyan_Asamoah,amarilla,65
Mundial 2006,Italia,Ghana,/partidos/2006_italia_ghana.php,Italia,Iaquinta_Vincenzo,amarilla,88
Mundial 2006,EstadosUnidos,RepublicaCheca,/partidos/2006_estados_unidos_republica_checa.php,EstadosUnidos,Onyewu_Oguchi,amarilla,5
Mundial 2006,EstadosUnidos,RepublicaCheca,/partidos/2006_estados_unidos_republica_checa.php,RepublicaCheca,Rozehnal_David,amarilla,16
Mundial 2006,EstadosUnidos,RepublicaCheca,/partidos/2006_estados_unidos_republica_checa.php,RepublicaCheca,Lokvenc_Vratislav,amarilla,59
Mundial 2006,EstadosUnidos,RepublicaCheca,/partidos/2006_estados_unidos_republica_checa.php,EstadosUnidos,Reyna_Claudio,amarilla,60
Mundial 2006,EstadosUnidos,RepublicaCheca,/partidos/2006_estados_unidos_republica_checa.php,RepublicaCheca,Rosicky_Tomas,amarilla,81
Mundial 2006,EstadosUnidos,RepublicaCheca,/partidos/2006_estados_unidos_republica_checa.php,RepublicaCheca,Grygera_Zdenek,amarilla,88
Mundial 2006,Australia,Japón,/partidos/2006_australia_japon.php,Japón,Miyamoto_Tsuneyasu,amarilla,31
Mundial 2006,Australia,Japón,/partidos/2006_australia_japon.php,Australia,Grella_Vince,amarilla,33
Mundial 2006,Australia,Japón,/partidos/2006_australia_japon.php,Japón,Takahara_Naohiro,amarilla,40
Mundial 2006,Australia,Japón,/partidos/2006_australia_japon.php,Australia,Moore_Craig,amarilla,58
Mundial 2006,Australia,Japón,/partidos/2006_australia_japon.php,Japón,Moniwa_Teruyuki,amarilla,68
Mundial 2006,Australia,Japón,/partidos/2006_australia_japon.php,Australia,Cahill_Tim,amarilla,69
Mundial 2006,Australia,Japón,/partidos/2006_australia_japon.php,Australia,Aloisi_John,amarilla,78
Mundial 2006,Brasil,Croacia,/partidos/2006_brasil_croacia.php,Croacia,Kovac_Niko,amarilla,32
Mundial 2006,Brasil,Croacia,/partidos/2006_brasil_croacia.php,Brasil,Emerson,amarilla,42
Mundial 2006,Brasil,Croacia,/partidos/2006_brasil_croacia.php,Croacia,Kovac_Robert,amarilla,67
Mundial 2006,Brasil,Croacia,/partidos/2006_brasil_croacia.php,Croacia,Tudor_Igor,amarilla,90
Mundial 2006,Francia,Suiza,/partidos/2006_francia_suiza.php,Suiza,Magnin_Ludovic,amarilla,42
Mundial 2006,Francia,Suiza,/partidos/2006_francia_suiza.php,Suiza,Streller_Marco,amarilla,45
Mundial 2006,Francia,Suiza,/partidos/2006_francia_suiza.php,Suiza,Degen_Philipp,amarilla,56
Mundial 2006,Francia,Suiza,/partidos/2006_francia_suiza.php,Francia,Abidal_Eric,amarilla,64
Mundial 2006,Francia,Suiza,/partidos/2006_francia_suiza.php,Francia,Zidane_Zinedine,amarilla,72
Mundial 2006,Francia,Suiza,/partidos/2006_francia_suiza.php,Suiza,Cabanas_Ricardo,amarilla,72
Mundial 2006,Francia,Suiza,/partidos/2006_francia_suiza.php,Suiza,Frei_Alexander,amarilla,90+3
Mundial 2006,Francia,Suiza,/partidos/2006_francia_suiza.php,Francia,Sagnol_Willy,amarilla,90+3
Mundial 2006,CoreadelSur,Togo,/partidos/2006_corea_del_sur_togo.php,Togo,Abalo_Jean-Paul,amarilla,23
Mundial 2006,CoreadelSur,Togo,/partidos/2006_corea_del_sur_togo.php,Togo,Romao_Alaixys,amarilla,24
Mundial 2006,CoreadelSur,Togo,/partidos/2006_corea_del_sur_togo.php,CoreadelSur,Chul_Young,amarilla,41
Mundial 2006,CoreadelSur,Togo,/partidos/2006_corea_del_sur_togo.php,CoreadelSur,Soo_Chun,amarilla,51
Mundial 2006,CoreadelSur,Togo,/partidos/2006_corea_del_sur_togo.php,Togo,Abalo_Jean-Paul,Roja,71
Mundial 2006,CoreadelSur,Togo,/partidos/2006_corea_del_sur_togo.php,Togo,Tchangai_Massamasso,amarilla,90+2
Mundial 2006,España,Ucrania,/partidos/2006_espana_ucrania.php,Ucrania,Rusol_Andriy,amarilla,17
Mundial 2006,España,Ucrania,/partidos/2006_espana_ucrania.php,Ucrania,Vashchuk_Vladyslav,Roja,71
Mundial 2006,España,Ucrania,/partidos/2006_espana_ucrania.php,Ucrania,Yezerskyi_Vladimir,amarilla,53
Mundial 2006,Túnez,ArabiaSaudita,/partidos/2006_tunez_arabia_saudita.php,Túnez,Haggui_Karim,amarilla,35
Mundial 2006,Túnez,ArabiaSaudita,/partidos/2006_tunez_arabia_saudita.php,Túnez,Bouazizi_Riadh,amarilla,36
Mundial 2006,Túnez,ArabiaSaudita,/partidos/2006_tunez_arabia_saudita.php,Túnez,Chedli_Adel,amarilla,65
Mundial 2006,Túnez,ArabiaSaudita,/partidos/2006_tunez_arabia_saudita.php,Túnez,Chikhaoui_Yassine,amarilla,79
Mundial 2006,Alemania,Polonia,/partidos/2006_alemania_polonia.php,Polonia,Krzynowek_Jacek,amarilla,3
Mundial 2006,Alemania,Polonia,/partidos/2006_alemania_polonia.php,Polonia,Sobolewski_Radoslaw,amarilla,28
Mundial 2006,Alemania,Polonia,/partidos/2006_alemania_polonia.php,Alemania,Ballack_Michael,amarilla,58
Mundial 2006,Alemania,Polonia,/partidos/2006_alemania_polonia.php,Alemania,Odonkor_David,amarilla,68
Mundial 2006,Alemania,Polonia,/partidos/2006_alemania_polonia.php,Alemania,Metzelder_Christoph,amarilla,70
Mundial 2006,Alemania,Polonia,/partidos/2006_alemania_polonia.php,Polonia,Sobolewski_Radoslaw,Roja,71
Mundial 2006,Alemania,Polonia,/partidos/2006_alemania_polonia.php,Polonia,Boruc_Artur,amarilla,89
Mundial 2006,Ecuador,CostaRica,/partidos/2006_ecuador_costa_rica.php,CostaRica,Marin_Luis,amarilla,10
Mundial 2006,Ecuador,CostaRica,/partidos/2006_ecuador_costa_rica.php,CostaRica,Solis_Mauricio,amarilla,28
Mundial 2006,Ecuador,CostaRica,/partidos/2006_ecuador_costa_rica.php,Ecuador,Castillo_Segundo,amarilla,44
Mundial 2006,Ecuador,CostaRica,/partidos/2006_ecuador_costa_rica.php,Ecuador,De_Ulises,amarilla,54
Mundial 2006,Ecuador,CostaRica,/partidos/2006_ecuador_costa_rica.php,Ecuador,Mora_Cristian,amarilla,60
Mundial 2006,Inglaterra,TrinidadyTobago,/partidos/2006_inglaterra_trinidad_y_tobago.php,TrinidadyTobago,Theobald_Densill,amarilla,18
Mundial 2006,Inglaterra,TrinidadyTobago,/partidos/2006_inglaterra_trinidad_y_tobago.php,TrinidadyTobago,Whitley_Aurtis,amarilla,19
Mundial 2006,Inglaterra,TrinidadyTobago,/partidos/2006_inglaterra_trinidad_y_tobago.php,TrinidadyTobago,Jones_Kenwyne,amarilla,45+1
Mundial 2006,Inglaterra,TrinidadyTobago,/partidos/2006_inglaterra_trinidad_y_tobago.php,TrinidadyTobago,Hislop_Shaka,amarilla,47
Mundial 2006,Inglaterra,TrinidadyTobago,/partidos/2006_inglaterra_trinidad_y_tobago.php,TrinidadyTobago,Gray_Cyd,amarilla,56
Mundial 2006,Inglaterra,TrinidadyTobago,/partidos/2006_inglaterra_trinidad_y_tobago.php,Inglaterra,Lampard_Frank,amarilla,64
Mundial 2006,Suecia,Paraguay,/partidos/2006_suecia_paraguay.php,Paraguay,Caniza_Denis,amarilla,3
Mundial 2006,Suecia,Paraguay,/partidos/2006_suecia_paraguay.php,Suecia,Linderoth_Tobias,amarilla,14
Mundial 2006,Suecia,Paraguay,/partidos/2006_suecia_paraguay.php,Suecia,Lucic_Teddy,amarilla,48
