Link,Nombre,FechaNac,LugarNac,Posicion,NoCamiseta,altura,apodo,web,seleccion
/jugadores/ruediger_abramczik.php,Abramczik_Ruediger,18defebrerode1956,,Delantero,7,,,, Alemania
/jugadores/ernst_albrecht.php,Albrecht_Ernst,12denoviembrede1907,,Mediocampista,-,,,, Alemania
/jugadores/karl_allgoewer.php,Allgoewer_Karl,05deenerode1957,,Mediocampista,13,,,, Alemania
/jugadores/klaus_allofs.php,Allofs_Klaus,05dediciembrede1956,,Delantero,19,,,, Alemania
/jugadores/thomas_allofs.php,Allofs_Thomas,17denoviembrede1959,,Delantero,16,,,, Alemania
/jugadores/dennis_aogo.php,Aogo_Dennis,14deenerode1987,,Defensor,4,184mts,,, Alemania
/jugadores/gerald_asamoah.php,Asamoah_Gerald,03deoctubrede1978,,Delantero,14,18mts,,, Alemania
/jugadores/klaus_augenthaler.php,Augenthaler_Klaus,26deseptiembrede1957,,Defensor,15y5,,,, Alemania
/jugadores/raimond_aumann.php,Aumann_Raimond,12deoctubrede1963,,Arquero,12,,,, Alemania
/jugadores/markus_babbel.php,Babbel_Markus,08deseptiembrede1972,,Defensor,14,188mts,,, Alemania
/jugadores/holger_badstuber.php,Badstuber_Holger,13demarzode1989,,Defensor,14,19mts,,, Alemania
/jugadores/michael_ballack.php,Ballack_Michael,26deseptiembrede1976,,Mediocampista,13,189mts,,, Alemania
/jugadores/mario_basler.php,Basler_Mario,18dediciembrede1968,,Mediocampista,21,,,, Alemania
/jugadores/hans_bauer.php,Bauer_Hans,28dejuliode1927,,Defensor,4,,,, Alemania
/jugadores/frank_baumann.php,Baumann_Frank,29deoctubrede1975,,Defensor,4,187mts,,, Alemania
/jugadores/franz_beckenbauer.php,Beckenbauer_Franz,11deseptiembrede1945,Munich_Baviera_Alemania,Defensor_Mediocampista,4y5,181mts,DerKaiser(ElKaiser),wwwfranzbeckenbauerde, Alemania
/jugadores/erich_beer.php,Beer_Erich,09dediciembrede1946,,Mediocampista,15,,,, Alemania
/jugadores/uwe_bein.php,Bein_Uwe,26deseptiembrede1960,,Mediocampista,15,,,, Alemania
/jugadores/jakob_bender.php,Bender_Jakob,23demarzode1910,,Delantero,-,,,, Alemania
/jugadores/guenter_bernard.php,Bernard_Guenter,04denoviembrede1939,,Arquero,21,,,, Alemania
/jugadores/thomas_berthold.php,Berthold_Thomas,12denoviembrede1964,,Defensor,14,,,, Alemania
/jugadores/oliver_bierhoff.php,Bierhoff_Oliver,01demayode1968,,Delantero,20,191mts,,, Alemania
/jugadores/uli_biesinger.php,Biesinger_Uli,06deagostode1933,,Mediocampista,18,,,, Alemania
/jugadores/jerome_boateng.php,Boateng_Jerome,03deseptiembrede1988,,Defensor,20y17,192mts,,, Alemania
/jugadores/marco_bode.php,Bode_Marco,23dejuliode1969,,Delantero,17,189mts,,, Alemania
/jugadores/joerg_boehme.php,Boehme_Joerg,22deenerode1974,,Defensor,18,178mts,,, Alemania
/jugadores/rainer_bonhof.php,Bonhof_Rainer,29demarzode1952,,Mediocampista,16y6,,,, Alemania
/jugadores/tim_borowski.php,Borowski_Tim,02demayode1980,,Mediocampista,18,194mts,,, Alemania
/jugadores/julian_brandt.php,Brandt_Julian,02deabrilde1996,,Mediocampista,20,185mts,,, Alemania
/jugadores/andreas_brehme.php,Brehme_Andreas,09denoviembrede1960,,Defensor,3,,,, Alemania
/jugadores/paul_breitner.php,Breitner_Paul,05deseptiembrede1951,,Defensor_Mediocampista,3,,,, Alemania
/jugadores/hans_peter_briegel.php,Briegel_Hans-Peter,11deoctubrede1955,,Defensor,2,,,, Alemania
/jugadores/albert_bruells.php,Bruells_Albert,26demarzode1937,,Mediocampista,10y7,,,, Alemania
/jugadores/fritz_buchloh.php,Buchloh_Fritz,26denoviembrede1909,,Arquero,-,,,, Alemania
/jugadores/guido_buchwald.php,Buchwald_Guido,24deenerode1961,,Defensor,6,,,, Alemania
/jugadores/dieter_burdenski.php,Burdenski_Dieter,26denoviembrede1950,,Arquero,22,,,, Alemania
/jugadores/willy_busch.php,Busch_Willy,04deenerode1907,,Defensor,-,,,, Alemania
/jugadores/hans_joerg_butt.php,Butt_Hans-Joerg,28demayode1974,,Arquero,23y22,191mts,,, Alemania
/jugadores/cacau.php,Cacau,27demarzode1981,,Delantero,19,18mts,,, Alemania
/jugadores/hans_ciesclarczyk.php,Ciesclarczyk_Hans,03demayode1937,,Delantero,14,,,, Alemania
/jugadores/edmund_conen.php,Conen_Edmund,10denoviembrede1914,,Delantero,-,,,, Alemania
/jugadores/bernd_cullmann.php,Cullmann_Bernd,01denoviembrede1949,,Defensor_Mediocampista,8y16,,,, Alemania
/jugadores/franz_dienert.php,Dienert_Franz,01deenerode1900,,Delantero,-,,,, Alemania
/jugadores/peter_dietrich.php,Dietrich_Peter,06demarzode1944,,Mediocampista,19,,,, Alemania
/jugadores/bernd_dietz.php,Dietz_Bernd,22demarzode1948,,Defensor,3,,,, Alemania
/jugadores/julian_draxler.php,Draxler_Julian,20deseptiembrede1993,,Mediocampista,14y7,185mts,,, Alemania
/jugadores/wolfgang_dremmler.php,Dremmler_Wolfgang,12dejuliode1954,,Mediocampista,6,,,, Alemania
/jugadores/erik_durm.php,Durm_Erik,12demayode1992,,Defensor,15,183mts,,, Alemania
/jugadores/horst_eckel.php,Eckel_Horst,08defebrerode1932,,Delantero_Mediocampista,6y4,,,, Alemania
/jugadores/norbert_eder.php,Eder_Norbert,07denoviembrede1955,,Defensor,6,,,, Alemania
/jugadores/stefan_effenberg.php,Effenberg_Stefan,02deagostode1968,,Mediocampista,20,,,, Alemania
/jugadores/lothar_emmerich.php,Emmerich_Lothar,29denoviembrede1941,,Delantero,11,,,, Alemania
/jugadores/stephan_engels.php,Engels_Stephan,06deseptiembrede1960,,Mediocampista,17,,,, Alemania
/jugadores/herbert_erhardt.php,Erhardt_Herbert,06dejuliode1930,,Defensor,5y2,,,, Alemania
/jugadores/wolfgang_fahrian.php,Fahrian_Wolfgang,31demayode1941,,Arquero,22,,,, Alemania
/jugadores/klaus_fichtel.php,Fichtel_Klaus,19denoviembrede1944,,Defensor,11,,,, Alemania
/jugadores/klaus_fischer.php,Fischer_Klaus,27dediciembrede1949,,Delantero,9y8,,,, Alemania
/jugadores/heinz_flohe.php,Flohe_Heinz,28deenerode1948,,Mediocampista,15y10,,,, Alemania
/jugadores/bernd_foerster.php,Foerster_Bernd,03demayode1956,,Defensor,5,,,, Alemania
/jugadores/karl_heinz_foerster.php,Foerster_Karl-Heinz,25dejuliode1958,,Defensor,4,,,, Alemania
/jugadores/bernd_franke.php,Franke_Bernd,12defebrerode1948,,Arquero,21,,,, Alemania
/jugadores/steffen_freund.php,Freund_Steffen,19deenerode1970,,Mediocampista,15,,,, Alemania
/jugadores/arne_friedrich.php,Friedrich_Arne,29demayode1979,,Defensor,3,185mts,,, Alemania
/jugadores/torsten_frings.php,Frings_Torsten,22denoviembrede1976,,Mediocampista,22y8,182mts,,, Alemania
/jugadores/josef_gauchel.php,Gauchel_Josef,11deseptiembrede1916,,Delantero,-,,,, Alemania
/jugadores/maurizio_gaudino.php,Gaudino_Maurizio,12dediciembrede1966,,Mediocampista,15,,,, Alemania
/jugadores/rudolf_gellesch.php,Gellesch_Rudolf,01demayode1914,,Delantero,-,,,, Alemania
/jugadores/willy_giesemann.php,Giesemann_Willy,02deseptiembrede1937,,Mediocampista,15,,,, Alemania
/jugadores/matthias_ginter.php,Ginter_Matthias,19deenerode1994,,Defensor,3y4,187mts,,, Alemania
/jugadores/ludwig_goldbrunner.php,Goldbrunner_Ludwig,05demarzode1908,,Mediocampista,-,,,, Alemania
/jugadores/mario_gomez.php,Gomez_Mario,10dejuliode1985,,Delantero,23,189mts,,, Alemania
/jugadores/leon_goretzka.php,Goretzka_Leon,06defebrerode1995,,Mediocampista,14,189mts,,, Alemania
/jugadores/mario_gotze.php,Gotze_Mario,03dejuniode1992,,Mediocampista,19,176mts,,, Alemania
/jugadores/juergen_grabowski.php,Grabowski_Juergen,07dejuliode1944,,Delantero,20y9,,,, Alemania
/jugadores/rudolf_gramlich.php,Gramlich_Rudolf,06dejuniode1908,,Mediocampista,-,,,, Alemania
/jugadores/kevin_grosskreutz.php,Grosskreutz_Kevin,19dejuliode1988,,Defensor,2,186mts,,, Alemania
/jugadores/ilkay_gundogan.php,Gundogan_Ilkay,24deoctubrede1990,,Mediocampista,21,18mts,,, Alemania
/jugadores/thomas_haessler.php,Haessler_Thomas,30demayode1966,,Mediocampista,8y10,,,, Alemania
/jugadores/wilhelm_hahnemann.php,Hahnemann_Wilhelm,14deabrilde1914,,Delantero,-,,,, Alemania
/jugadores/helmut_haller.php,Haller_Helmut,21dejuliode1939,,Mediocampista,8,,,, Alemania
/jugadores/didi_hamann.php,Hamann_Didi,27deagostode1973,,Mediocampista,16y8,191mts,,, Alemania
/jugadores/mike_hanke.php,Hanke_Mike,05denoviembrede1983,,Delantero,9,184mts,,, Alemania
/jugadores/wilfried_hannes.php,Hannes_Wilfried,17demayode1957,,Defensor,12,,,, Alemania
/jugadores/sigmund_haringer.php,Haringer_Sigmund,09dediciembrede1908,,Defensor,-,,,, Alemania
/jugadores/jonas_hector.php,Hector_Jonas,27demayode1990,,Defensor,3,185mts,,, Alemania
/jugadores/mathias_heidemann.php,Heidemann_Mathias,07defebrerode1912,,Delantero,-,,,, Alemania
/jugadores/joerg_heinrich.php,Heinrich_Joerg,06dediciembrede1969,,Defensor,3,,,, Alemania
/jugadores/sigi_held.php,Held_Sigi,07deagostode1942,,Delantero,10,,,, Alemania
/jugadores/thomas_helmer.php,Helmer_Thomas,21deabrilde1965,,Defensor,5,,,, Alemania
/jugadores/matthias_herget.php,Herget_Matthias,14denoviembrede1955,,Defensor,5,,,, Alemania
/jugadores/fritz_herkenrath.php,Herkenrath_Fritz,09deseptiembrede1928,,Arquero,1,,,, Alemania
/jugadores/guenter_hermann.php,Hermann_Guenter,01deseptiembrede1939,,Delantero,18,,,, Alemania
/jugadores/guenther_hermann.php,Hermann_Guenther,05dediciembrede1960,,Mediocampista,21,,,, Alemania
/jugadores/richard_herrmann.php,Herrmann_Richard,28deenerode1923,,Delantero,17,,,, Alemania
/jugadores/dieter_herzog.php,Herzog_Dieter,15dejuliode1946,,Delantero,18,,,, Alemania
/jugadores/jupp_heynckes.php,Heynckes_Jupp,09demayode1945,,Delantero,11,,,, Alemania
/jugadores/holger_hieronymus.php,Hieronymus_Holger,22defebrerode1959,,Defensor,19,,,, Alemania
/jugadores/timo_hildebrand.php,Hildebrand_Timo,05deabrilde1979,,Arquero,23,185mts,,, Alemania
/jugadores/thomas_hitzlsperger.php,Hitzlsperger_Thomas,05deabrilde1982,,Mediocampista,15,183mts,,, Alemania
/jugadores/bernd_hoelzenbein.php,Hoelzenbein_Bernd,09demarzode1946,,Delantero,17,,,, Alemania
/jugadores/dieter_hoeness.php,Hoeness_Dieter,07deenerode1953,,Delantero,20,,,, Alemania
/jugadores/uli_hoeness.php,Hoeness_Uli,05deenerode1952,,Mediocampista,14,,,, Alemania
/jugadores/horst_dieter_hoettges.php,Hoettges_Horst-Dieter,10deseptiembrede1943,,Defensor,2y6,,,, Alemania
/jugadores/rudi_hoffmann.php,Hoffmann_Rudi,11defebrerode1935,,Defensor,18,,,, Alemania
/jugadores/karl_hohmann.php,Hohmann_Karl,18dejuniode1908,,Delantero,-,,,, Alemania
/jugadores/heinz_hornig.php,Hornig_Heinz,28deseptiembrede1937,,Delantero,13,,,, Alemania
/jugadores/benedikt_howedes.php,Howedes_Benedikt,29defebrerode1988,,Defensor,4,187mts,,, Alemania
/jugadores/horst_hrubesch.php,Hrubesch_Horst,17deabrilde1951,,Delantero,9,,,, Alemania
/jugadores/mats_hummels.php,Hummels_Mats,16dediciembrede1988,,Defensor,5,192mts,,, Alemania
/jugadores/robert_huth.php,Huth_Robert,18deagostode1984,,Defensor,4,191mts,,, Alemania
/jugadores/bodo_illgner.php,Illgner_Bodo,07deabrilde1967,,Arquero,1,,,, Alemania
/jugadores/eike_immel.php,Immel_Eike,27denoviembrede1960,,Arquero,22,,,, Alemania
/jugadores/hans_jakob.php,Jakob_Hans,16dejuniode1908,,Arquero,-,,,, Alemania
/jugadores/ditmar_jakobs.php,Jakobs_Ditmar,28deagostode1953,,Defensor,17,,,, Alemania
/jugadores/carsten_jancker.php,Jancker_Carsten,28deagostode1974,,Delantero,9,193mts,,, Alemania
/jugadores/paul_janes.php,Janes_Paul,11demarzode1912,,Defensor,-,,,, Alemania
/jugadores/marcell_jansen.php,Jansen_Marcell,04denoviembrede1985,,Defensor_Mediocampista,2,19mts,,, Alemania
/jugadores/jens_jeremies.php,Jeremies_Jens,05demarzode1974,,Mediocampista,13y16,177mts,,, Alemania
/jugadores/erich_juskowiak.php,Juskowiak_Erich,07deseptiembrede1926,,Defensor,3,,,, Alemania
/jugadores/oliver_kahn.php,Kahn_Oliver,15dejuniode1969,,Arquero,22_12y1,188mts,,, Alemania
/jugadores/manfred_kaltz.php,Kaltz_Manfred,06deenerode1953,,Defensor,5y20,,,, Alemania
/jugadores/jupp_kappellmann.php,Kappellmann_Jupp,19dediciembrede1949,,Mediocampista,19,,,, Alemania
/jugadores/rudi_kargus.php,Kargus_Rudi,15deagostode1952,,Arquero,21,,,, Alemania
/jugadores/sebastian_kehl.php,Kehl_Sebastian,13defebrerode1980,,Defensor_Mediocampista,15y5,186mts,,, Alemania
/jugadores/alfred_kelbassa.php,Kelbassa_Alfred,21deabrilde1925,,Delantero,15,,,, Alemania
/jugadores/sami_khedira.php,Khedira_Sami,04deabrilde1987,,Mediocampista,6,189mts,,, Alemania
/jugadores/stefan_kiessling.php,Kiessling_Stefan,25deenerode1984,,Delantero,9,191mts,,, Alemania
/jugadores/joshua_kimmich.php,Kimmich_Joshua,08defebrerode1995,,Defensor,18,176mts,,, Alemania
/jugadores/ulf_kirsten.php,Kirsten_Ulf,04dediciembrede1965,,Delantero,19y9,,,, Alemania
/jugadores/albin_kitzinger.php,Kitzinger_Albin,01defebrerode1912,,Mediocampista,-,,,, Alemania
/jugadores/wolfgang_kleff.php,Kleff_Wolfgang,16denoviembrede1946,,Arquero,22,,,, Alemania
/jugadores/juergen_klinsmann.php,Klinsmann_Juergen,30dejuliode1964,,Delantero,18,,,, Alemania
/jugadores/berni_klodt.php,Klodt_Berni,26deoctubrede1926,,Delantero,14y13,,,, Alemania
/jugadores/miroslav_klose.php,Klose_Miroslav,09dejuniode1978,,Delantero,11,182mts,,, Alemania
/jugadores/stanislaus_kobierski.php,Kobierski_Stanislaus,15denoviembrede1910,,Delantero,-,,,, Alemania
/jugadores/andreas_koepke.php,Koepke_Andreas,12demarzode1962,,Arquero,22_12y1,,,, Alemania
/jugadores/juergen_kohler.php,Kohler_Juergen,06deoctubrede1965,,Defensor,4,,,, Alemania
/jugadores/werner_kohlmeyer.php,Kohlmeyer_Werner,19deabrilde1924,,Defensor,3,,,, Alemania
/jugadores/harald_konopka.php,Konopka_Harald,18denoviembrede1952,,Defensor,13,,,, Alemania
/jugadores/willi_koslowski.php,Koslowski_Willi,17defebrerode1937,,Delantero,7,,,, Alemania
/jugadores/werner_kraemer.php,Kraemer_Werner,23deenerode1940,,Delantero,19,,,, Alemania
/jugadores/christoph_kramer.php,Kramer_Christoph,19defebrerode1991,,Mediocampista,23,19mts,,, Alemania
/jugadores/engelbert_kraus.php,Kraus_Engelbert,30dejuliode1934,,Delantero,17,,,, Alemania
/jugadores/helmut_kremers.php,Kremers_Helmut,24demarzode1949,,Defensor,20,,,, Alemania
/jugadores/willibald_kress.php,Kress_Willibald,13denoviembrede1906,,Arquero,-,,,, Alemania
/jugadores/toni_kroos.php,Kroos_Toni,04deenerode1990,,Mediocampista,18y8,18mts,,, Alemania
/jugadores/heinz_kubsch.php,Kubsch_Heinz,20dejuliode1930,,Arquero,21,,,, Alemania
/jugadores/stefan_kuntz.php,Kuntz_Stefan,30deoctubrede1962,,Delantero,11,,,, Alemania
/jugadores/andreas_kupfer.php,Kupfer_Andreas,07demayode1914,,Mediocampista,-,,,, Alemania
/jugadores/juergen_kurbjuhn.php,Kurbjuhn_Juergen,26dejuliode1940,,Defensor,13,,,, Alemania
/jugadores/heinz_kwiatkowski.php,Kwiatkowski_Heinz,16dejuliode1926,,Arquero,22,,,, Alemania
/jugadores/fritz_laband.php,Laband_Fritz,01denoviembrede1925,,Defensor,2,,,, Alemania
/jugadores/philipp_lahm.php,Lahm_Philipp,11denoviembrede1983,,Defensor,16,17mts,,, Alemania
/jugadores/jens_lehmann.php,Lehmann_Jens,10denoviembrede1969,,Arquero,22_12y1,19mts,,, Alemania
/jugadores/ernest_lehner.php,Lehner_Ernest,07denoviembrede1912,,Delantero,-,,,, Alemania
/jugadores/stan_libuda.php,Libuda_Stan,10deoctubrede1943,,Delantero,14,,,, Alemania
/jugadores/werner_liebrich.php,Liebrich_Werner,18deenerode1927,,Defensor,10,,,, Alemania
/jugadores/thomas_linke.php,Linke_Thomas,26dediciembrede1969,,Defensor,2,183mts,,, Alemania
/jugadores/pierre_littbarski.php,Littbarski_Pierre,16deabrilde1960,,Mediocampista,7,,,, Alemania
/jugadores/hennes_loehr.php,Loehr_Hennes,05dejuliode1942,,Delantero,17,,,, Alemania
/jugadores/max_lorenz.php,Lorenz_Max,19deagostode1939,,Defensor_Mediocampista,16,,,, Alemania
/jugadores/friedel_lutz.php,Lutz_Friedel,21deenerode1939,,Defensor,14,,,, Alemania
/jugadores/felix_magath.php,Magath_Felix,26dejuliode1953,,Mediocampista,14y10,,,, Alemania
/jugadores/karl_mai.php,Mai_Karl,27dejuliode1928,,Mediocampista,8,,,, Alemania
/jugadores/sepp_maier.php,Maier_Sepp,28defebrerode1944,,Arquero,22y1,,,, Alemania
/jugadores/manfred_manglitz.php,Manglitz_Manfred,08demarzode1940,,Arquero,21,,,, Alemania
/jugadores/marko_marin.php,Marin_Marko,13demarzode1989,,Mediocampista,21,169mts,,, Alemania
/jugadores/olaf_marschall.php,Marschall_Olaf,19demarzode1966,,Delantero,11,,,, Alemania
/jugadores/lothar_matthaeus.php,Matthaeus_Lothar,21demarzode1961,,Mediocampista,18_8y10,,,, Alemania
/jugadores/paul_mebus.php,Mebus_Paul,09dejuniode1920,,Mediocampista,9,,,, Alemania
/jugadores/per_mertesacker.php,Mertesacker_Per,29deseptiembrede1984,,Defensor,17,196mts,,, Alemania
/jugadores/christoph_metzelder.php,Metzelder_Christoph,05denoviembrede1980,,Defensor,21,193mts,,, Alemania
/jugadores/karl_heinz_metzner.php,Metzner_Karl-Heinz,09deenerode1923,,Mediocampista,11,,,, Alemania
/jugadores/frank_mill.php,Mill_Frank,23dejuliode1958,,Delantero,11,,,, Alemania
/jugadores/hans_mock.php,Mock_Hans,09dediciembrede1906,,Mediocampista,-,,,, Alemania
/jugadores/andreas_moeller.php,Moeller_Andreas,02deseptiembrede1967,,Mediocampista,17y7,,,, Alemania
/jugadores/max_morlock.php,Morlock_Max,11demayode1925,,Delantero,13,,,, Alemania
/jugadores/dieter_mueller.php,Mueller_Dieter,01deabrilde1954,,Delantero,14,,,, Alemania
/jugadores/gerd_mueller.php,Mueller_Gerd,03denoviembrede1945,,Delantero,13,,,, Alemania
/jugadores/hansi_mueller.php,Mueller_Hansi,27dejuliode1957,,Mediocampista,20y10,,,, Alemania
/jugadores/thomas_mueller.php,Mueller_Thomas,13deseptiembrede1989,,Delantero_Mediocampista,13,186mts,,, Alemania
/jugadores/reinhold_muenzenberg.php,Muenzenberg_Reinhold,25deenerode1909,,Defensor,-,,,, Alemania
/jugadores/shkodran_mustafi.php,Mustafi_Shkodran,17deabrilde1992,,Defensor,21,184mts,,, Alemania
/jugadores/guenter_netzer.php,Netzer_Guenter,14deseptiembrede1944,,Mediocampista,10,,,, Alemania
/jugadores/manuel_neuer.php,Neuer_Manuel,27demarzode1986,Gelsenkirchen_RenaniadelNorte-Westfalia_Alemania,Arquero,1,193mts,,manuel-neuercom, Alemania
/jugadores/leopold_neumer.php,Neumer_Leopold,08defebrerode1919,,Delantero,-,,,, Alemania
/jugadores/oliver_neuville.php,Neuville_Oliver,01demayode1973,,Delantero,7y10,171mts,,, Alemania
/jugadores/norbert_nigbur.php,Nigbur_Norbert,08demayode1948,,Arquero,21,,,, Alemania
/jugadores/rudolf_noack.php,Noack_Rudolf,30demarzode1913,,Delantero,-,,,, Alemania
/jugadores/hans_nowak.php,Nowak_Hans,09deagostode1937,,Defensor,12,,,, Alemania
/jugadores/jens_nowotny.php,Nowotny_Jens,11deenerode1974,,Defensor,6,184mts,,, Alemania
/jugadores/hermann_nuber.php,Nuber_Hermann,10deoctubrede1935,,Defensor,20,,,, Alemania
/jugadores/david_odonkor.php,Odonkor_David,21defebrerode1984,,Mediocampista,22,174mts,,, Alemania
/jugadores/wolfgang_overath.php,Overath_Wolfgang,29deseptiembrede1943,,Mediocampista,12,,,, Alemania
/jugadores/mesut_ozil.php,Ozil_Mesut,15deoctubrede1988,,Mediocampista,8y10,182mts,,, Alemania
/jugadores/bernd_patzke.php,Patzke_Bernd,14demarzode1943,,Defensor,15,,,, Alemania
/jugadores/wolfgang_paul.php,Paul_Wolfgang,25deenerode1940,,Defensor,17,186mts,,, Alemania
/jugadores/hans_pesser.php,Pesser_Hans,07denoviembrede1911,,Delantero,-,,,, Alemania
/jugadores/wolfgang_peters.php,Peters_Wolfgang,08deenerode1929,,Delantero,19,,,, Alemania
/jugadores/alfred_pfaff.php,Pfaff_Alfred,16dejuliode1926,,Delantero,19,,,, Alemania
/jugadores/hans_pfluegler.php,Pfluegler_Hans,27demarzode1960,,Defensor,19,,,, Alemania
/jugadores/marvin_plattenhardt.php,Plattenhardt_Marvin,26deenerode1992,,Defensor,2,181mts,,, Alemania
/jugadores/lukas_podolski.php,Podolski_Lukas,04dejuniode1985,,Delantero,20y10,18mts,,, Alemania
/jugadores/jupp_posipal.php,Posipal_Jupp,20dejuniode1927,,Defensor,7,,,, Alemania
/jugadores/rudolf_raftl.php,Raftl_Rudolf,07defebrerode1911,,Arquero,-,,,, Alemania
/jugadores/helmut_rahn.php,Rahn_Helmut,16deagostode1929,,Delantero,12y8,,,, Alemania
/jugadores/uwe_rahn.php,Rahn_Uwe,21demayode1962,,Mediocampista,18,,,, Alemania
/jugadores/carsten_ramelow.php,Ramelow_Carsten,20demarzode1974,,Mediocampista,5,185mts,,, Alemania
/jugadores/marko_rehmer.php,Rehmer_Marko,29deabrilde1972,,Defensor,3,187mts,,, Alemania
/jugadores/uwe_reinders.php,Reinders_Uwe,19deenerode1955,,Delantero,13,,,, Alemania
/jugadores/marco_reus.php,Reus_Marco,31demayode1989,,Delantero_Mediocampista,11,18mts,,, Alemania
/jugadores/stefan_reuter.php,Reuter_Stefan,16deoctubrede1966,,Defensor,2y19,,,, Alemania
/jugadores/lars_ricken.php,Ricken_Lars,10dejuliode1976,,Mediocampista,10,178mts,,, Alemania
/jugadores/karlheinz_riedle.php,Riedle_Karlheinz,16deseptiembrede1965,,Delantero,13y9,,,, Alemania
/jugadores/wolfgang_rolff.php,Rolff_Wolfgang,26dediciembrede1959,,Mediocampista,21,,,, Alemania
/jugadores/antonio_rudiger.php,Rudiger_Antonio,03demarzode1993,,Defensor,16,191mts,,, Alemania
/jugadores/sebastian_rudy.php,Rudy_Sebastian,28defebrerode1990,,Mediocampista,19,179mts,,, Alemania
/jugadores/rolf_ruessmann.php,Ruessmann_Rolf,13deoctubrede1950,,Defensor,4,,,, Alemania
/jugadores/karl_heinz_rummenigge.php,Rummenigge_Karl-Heinz,25deseptiembrede1955,,Delantero,11,,,, Alemania
/jugadores/matthias_sammer.php,Sammer_Matthias,05deseptiembrede1967,,Mediocampista,16,,,, Alemania
/jugadores/gunter_sawitzki.php,Sawitzki_Gunter,22denoviembrede1932,,Arquero,21,,,, Alemania
/jugadores/hans_schaefer.php,Schaefer_Hans,19deoctubrede1927,,Delantero,20y11,,,, Alemania
/jugadores/willibald_schmaus.php,Schmaus_Willibald,16dejuniode1911,,Defensor,-,,,, Alemania
/jugadores/alfred_schmidt.php,Schmidt_Alfred,05deseptiembrede1935,,Mediocampista,10,,,, Alemania
/jugadores/bernd_schneider.php,Schneider_Bernd,17denoviembrede1973,,Mediocampista,19,176mts,,, Alemania
/jugadores/karl_heinz_schnellinger.php,Schnellinger_Karl-Heinz,31demarzode1939,,Defensor,17y3,,,, Alemania
/jugadores/willi_schulz.php,Schulz_Willi,04deoctubrede1938,,Defensor,4y5,,,, Alemania
/jugadores/harald_schumacher.php,Schumacher_Harald,06demarzode1954,,Arquero,1,,,, Alemania
/jugadores/andre_schurrle.php,Schurrle_Andre,06deoctubrede1990,,Mediocampista,9,184mts,,, Alemania
/jugadores/hans_schwartz.php,Schwartz_Hans,01demarzode1913,,Defensor,-,,,, Alemania
/jugadores/hans_georg_schwarzenbeck.php,Schwarzenbeck_Hans-Georg,03deabrilde1948,,Defensor,4y12,,,, Alemania
/jugadores/bastian_schweinsteiger.php,Schweinsteiger_Bastian,01deagostode1984,,Mediocampista,7,18mts,,, Alemania
/jugadores/uwe_seeler.php,Seeler_Uwe,05denoviembrede1936,,Delantero,12y9,,,, Alemania
/jugadores/klaus_dieter_sieloff.php,Sieloff_Klaus-Dieter,27defebrerode1942,,Defensor,18,,,, Alemania
/jugadores/otto_siffling.php,Siffling_Otto,03deagostode1912,,Delantero,-,,,, Alemania
/jugadores/stefan_skoumal.php,Skoumal_Stefan,29denoviembrede1909,,Mediocampista,-,,,, Alemania
/jugadores/ulrich_stein.php,Stein_Ulrich,23deoctubrede1954,,Arquero,12,,,, Alemania
/jugadores/paul_steiner.php,Steiner_Paul,23deenerode1957,,Defensor,16,,,, Alemania
/jugadores/uli_stielike.php,Stielike_Uli,15denoviembrede1954,,Defensor,15,,,, Alemania
/jugadores/georg_stollenwerk.php,Stollenwerk_Georg,19dediciembrede1930,,Defensor,7,,,, Alemania
/jugadores/josef_streb.php,Streb_Josef,16deabrilde1912,,Mediocampista,-,,,, Alemania
/jugadores/heinz_strehl.php,Strehl_Heinz,20dejuliode1938,,Delantero,19,,,, Alemania
/jugadores/jakob_streitle.php,Streitle_Jakob,11dediciembrede1916,,Defensor,-,,,, Alemania
/jugadores/josef_stroh.php,Stroh_Josef,05demarzode1913,,Delantero,-,,,, Alemania
/jugadores/thomas_strunz.php,Strunz_Thomas,25deabrilde1968,,Mediocampista,2,,,, Alemania
/jugadores/hans_sturm.php,Sturm_Hans,03deseptiembrede1935,,Delantero_Mediocampista,16,,,, Alemania
/jugadores/niklas_sule.php,Sule_Niklas,03deseptiembrede1995,,Defensor,15,195mts,,, Alemania
/jugadores/fritz_szepan.php,Szepan_Fritz,02deseptiembrede1907,,Delantero,-,,,, Alemania
/jugadores/horst_szymaniak.php,Szymaniak_Horst,29deagostode1934,,Mediocampista,6,,,, Alemania
/jugadores/michael_tarnat.php,Tarnat_Michael,27deoctubrede1969,,Mediocampista,21,,,, Alemania
/jugadores/serdar_tasci.php,Tasci_Serdar,24deabrilde1987,,Defensor,5,186mts,,, Alemania
/jugadores/marc_andre_ter_stegen.php,terStegen_Marc-Andre,30deabrilde1992,,Arquero,22,187mts,,, Alemania
/jugadores/olaf_thon.php,Thon_Olaf,01demayode1966,,Defensor_Mediocampista,16_20y6,,,, Alemania
/jugadores/hans_tilkowski.php,Tilkowski_Hans,12dejuliode1935,,Arquero,1,,,, Alemania
/jugadores/kevin_trapp.php,Trapp_Kevin,08dejuliode1990,,Arquero,12,189mts,,, Alemania
/jugadores/piotr_trochowski.php,Trochowski_Piotr,22demarzode1984,,Mediocampista,15,168mts,,, Alemania
/jugadores/toni_turek.php,Turek_Toni,18deenerode1919,,Arquero,1,,,, Alemania
