Link,Nombre,FechaNac,LugarNac,Posicion,NoCamiseta,altura,apodo,web,seleccion
/jugadores/diego_simeone.php,Simeone_Diego,28deabrilde1970,,Mediocampista,14y8,178mts,,, Argentina
/jugadores/juan_simon.php,Simon_Juan,02demarzode1960,,Defensor,20,,,, Argentina
/jugadores/jorge_solari.php,Solari_Jorge,11denoviembrede1941,,Delantero,15,,,, Argentina
/jugadores/juan_sorin.php,Sorin_Juan,05demayode1976,,Defensor_Mediocampista,3,173mts,,, Argentina
/jugadores/ruben_sosa_2.php,Sosa_Ruben,14denoviembrede1936,,Delantero,19,,,, Argentina
/jugadores/carlos_spadaro.php,Spadaro_Carlos,05defebrerode1902,,Delantero,-,,,, Argentina
/jugadores/carlos_squeo.php,Squeo_Carlos,04dejuniode1948,,Defensor,17,,,, Argentina
/jugadores/guillermo_stabile.php,Stabile_Guillermo,17deenerode1906,,Delantero,-,,,, Argentina
/jugadores/pedro_suarez.php,Suarez_Pedro,21dediciembrede1909,,Mediocampista,-,,,, Argentina
/jugadores/nicolas_tagliafico.php,Tagliafico_Nicolas,31deagostode1992,,Defensor,3,171mts,,, Argentina
/jugadores/carlos_tapia.php,Tapia_Carlos,20deagostode1962,,Mediocampista,20,,,, Argentina
/jugadores/anibal_tarabini.php,Tarabini_Anibal,04deagostode1941,,Delantero,22,,,, Argentina
/jugadores/alberto_tarantini.php,Tarantini_Alberto,03dediciembrede1955,,Defensor,20y18,,,, Argentina
/jugadores/roberto_telch.php,Telch_Roberto,06denoviembrede1943,,Mediocampista,18,,,, Argentina
/jugadores/carlos_tevez.php,Tevez_Carlos,05defebrerode1984,Ciudadela_BuenosAires_Argentina,Delantero,11,173mts,ElApache,, Argentina
/jugadores/nestor_togneri.php,Togneri_Nestor,27denoviembrede1942,,Defensor,19,,,, Argentina
/jugadores/marcelo_trobbiani.php,Trobbiani_Marcelo,17defebrerode1955,,Mediocampista,21,,,, Argentina
/jugadores/pedro_troglio.php,Troglio_Pedro,28dejuliode1965,,Mediocampista,21,,,, Argentina
/jugadores/enzo_trossero.php,Trossero_Enzo,23demayode1953,,Defensor,19,,,, Argentina
/jugadores/costantino_urbieta_sosa.php,UrbietaSosa_Costantino,12deagostode1907,,Mediocampista,-,,,, Argentina
/jugadores/oscar_ustari.php,Ustari_Oscar,03dejuliode1986,,Arquero,23,184mts,,, Argentina
/jugadores/federico_vairo.php,Vairo_Federico,27deenerode1930,,Defensor,3,,,, Argentina
/jugadores/jorge_valdano.php,Valdano_Jorge,04deoctubrede1955,,Delantero,20y11,,,, Argentina
/jugadores/jose_valencia.php,Valencia_Jose,03deoctubrede1955,,Delantero_Mediocampista,21,,,, Argentina
/jugadores/jose_van_tuyne.php,VanTuyne_Jose,13dediciembrede1954,,Defensor,22,,,, Argentina
/jugadores/jose_varacka.php,Varacka_Jose,27demayode1932,,Mediocampista,6y5,,,, Argentina
/jugadores/francisco_varallo.php,Varallo_Francisco,05defebrerode1910,,Delantero,-,,,, Argentina
/jugadores/sergio_vazquez.php,Vazquez_Sergio,23denoviembrede1965,,Defensor,2,,,, Argentina
/jugadores/juan_veron.php,Veron_Juan,09demarzode1975,,Mediocampista,11y8,186mts,,, Argentina
/jugadores/ricardo_villa.php,Villa_Ricardo,18deagostode1952,,Mediocampista,22,,,, Argentina
/jugadores/nelson_vivas.php,Vivas_Nelson,18deoctubrede1969,,Defensor,14,166mts,,, Argentina
/jugadores/federico_wilde.php,Wilde_Federico,01deenerode1909,,Delantero,-,,,, Argentina
/jugadores/enrique_wolff.php,Wolff_Enrique,21defebrerode1949,,Defensor,20,,,, Argentina
/jugadores/hector_yazalde.php,Yazalde_Hector,29demayode1946,,Delantero,22,,,, Argentina
/jugadores/pablo_zabaleta.php,Zabaleta_Pablo,16deenerode1985,,Defensor,4,174mts,,, Argentina
/jugadores/javier_zanetti.php,Zanetti_Javier,10deagostode1973,,Defensor_Mediocampista,22y8,178mts,,, Argentina
/jugadores/hector_zelada.php,Zelada_Hector,30deabrilde1957,,Arquero,22,,,, Argentina
/jugadores/adolfo_zumelzu.php,Zumelzu_Adolfo,05deenerode1902,,Defensor,-,,,, Argentina
/jugadores/attila_abonyi.php,Abonyi_Attila,16deagostode1946,,Delantero,11,,,, Australia
/jugadores/john_aloisi.php,Aloisi_John,05defebrerode1976,,Delantero,15,188mts,,, Australia
/jugadores/adrian_alston.php,Alston_Adrian,06defebrerode1949,,Delantero,12,,,, Australia
/jugadores/daniel_arzani.php,Arzani_Daniel,04deenerode1999,,Mediocampista,17,171mts,,, Australia
/jugadores/michael_beauchamp.php,Beauchamp_Michael,08demarzode1981,,Defensor,16y6,191mts,,, Australia
/jugadores/aziz_behich.php,Behich_Aziz,16denoviembrede1990,,Defensor,16,17mts,,, Australia
/jugadores/oliver_bozanic.php,Bozanic_Oliver,08deenerode1989,,Mediocampista,13,177mts,,, Australia
/jugadores/marco_bresciano.php,Bresciano_Mark,11defebrerode1980,,Delantero_Mediocampista,23,182mts,,, Australia
/jugadores/branko_buljevic.php,Buljevic_Branko,06deseptiembrede1947,,Delantero,20,,,, Australia
/jugadores/tim_cahill.php,Cahill_Tim,06dediciembrede1979,,Delantero_Mediocampista,4,18mts,,, Australia
/jugadores/ernie_campbell.php,Campbell_Ernie,20deoctubrede1949,,Delantero,19,,,, Australia
/jugadores/david_carney.php,Carney_David,30denoviembrede1983,,Defensor,21,181mts,,, Australia
/jugadores/scott_chipperfield.php,Chipperfield_Scott,30dediciembrede1975,,Defensor,14y11,18mts,,, Australia
/jugadores/ante_covic.php,Covic_Ante,13dejuniode1975,,Arquero,12,192mts,,, Australia
/jugadores/jason_culina.php,Culina_Jason,05deagostode1980,,Mediocampista,5,175mts,,, Australia
/jugadores/colin_curran.php,Curran_Colin,21deagostode1947,,Defensor,5,,,, Australia
/jugadores/jason_davidson.php,Davidson_Jason,29dejuniode1991,,Defensor,3,18mts,,, Australia
/jugadores/milos_degenek.php,Degenek_Milos,28deabrilde1994,,Defensor,2,187mts,,, Australia
/jugadores/brett_emerton.php,Emerton_Brett,22defebrerode1979,,Mediocampista,7,185mts,,, Australia
/jugadores/adam_federici.php,Federici_Adam,31deenerode1985,,Arquero,12,188mts,,, Australia
/jugadores/ivan_franjic.php,Franjic_Ivan,10deseptiembrede1987,,Defensor,2,18mts,,, Australia
/jugadores/eugene_galekovic.php,Galekovic_Eugene,12dejuniode1981,,Arquero,18,186mts,,, Australia
/jugadores/richard_garcia.php,Garcia_Richard,04deseptiembrede1981,,Delantero,19,18mts,,, Australia
/jugadores/vince_grella.php,Grella_Vince,05deoctubrede1979,,Mediocampista,13,183mts,,, Australia
/jugadores/ben_halloran.php,Halloran_Ben,14dejuniode1992,,Mediocampista,10,18mts,,, Australia
/jugadores/dave_harding.php,Harding_Dave,14deagostode1946,,Mediocampista,17,,,, Australia
/jugadores/james_holland.php,Holland_James,15demayode1989,,Mediocampista,16,18mts,,, Australia
/jugadores/brett_holman.php,Holman_Brett,27demarzode1984,,Delantero,14,176mts,,, Australia
/jugadores/jackson_irvine.php,Irvine_Jackson,07demarzode1993,,Mediocampista,22,189mts,,, Australia
/jugadores/mile_jedinak.php,Jedinak_Mile,03deagostode1984,,Mediocampista,15,188mts,Mile,, Australia
/jugadores/brad_jones.php,Jones_Brad,19demarzode1982,,Arquero,18y12,193mts,Brad,, Australia
/jugadores/tomi_juric.php,Juric_Tomi,22dejuliode1991,,Delantero,9,191mts,,, Australia
/jugadores/matthew_jurman.php,Jurman_Matthew,08dediciembrede1989,,Defensor,6,19mts,,, Australia
/jugadores/zeljko_kalac.php,Kalac_Zeljko,16dediciembrede1972,,Arquero,18,202mts,,, Australia
/jugadores/joshua_kennedy.php,Kennedy_Joshua,20deagostode1982,,Delantero,19y9,192mts,,, Australia
/jugadores/harry_kewell.php,Kewell_Harry,22deseptiembrede1978,,Delantero,10,183mts,,, Australia
/jugadores/robbie_kruse.php,Kruse_Robbie,05deoctubrede1988,,Delantero,10,179mts,,, Australia
/jugadores/mitchell_langerak.php,Langerak_Mitchell,22deagostode1988,,Arquero,12,191mts,,, Australia
/jugadores/stan_lazaridis.php,Lazaridis_Stan,16deagostode1972,,Mediocampista,11,175mts,,, Australia
/jugadores/mathew_leckie.php,Leckie_Mathew,04defebrerode1991,,Delantero,7,18mts,,, Australia
/jugadores/massimo_luongo.php,Luongo_Massimo,25deseptiembrede1992,,Mediocampista,21y8,176mts,,, Australia
/jugadores/jimmy_mackay.php,Mackay_Jimmy,19dediciembrede1943,,Mediocampista,8,,,, Australia
/jugadores/jamie_maclaren.php,Maclaren_Jamie,29dejuliode1993,,Delantero,14,,,, Australia
/jugadores/allan_maher.php,Maher_Allan,21dejuliode1950,,Arquero,22,,,, Australia
/jugadores/gary_manuel.php,Manuel_Gary,20defebrerode1950,,Delantero,10,,,, Australia
/jugadores/ryan_mcgowan.php,McGowan_Ryan,15deagostode1989,,Defensor,19,191mts,,, Australia
/jugadores/matt_mckay.php,McKay_Matt,11deenerode1983,,Mediocampista,17,171mts,,, Australia
/jugadores/james_meredith.php,Meredith_James,04deabrilde1988,,Defensor,3,185mts,,, Australia
/jugadores/jimmy_milisavljevic.php,Milisavljevic_Jimmy,15deabrilde1951,,Arquero,21,,,, Australia
/jugadores/mark_milligan.php,Milligan_Mark,04deagostode1985,,Mediocampista,22_20y5,178mts,,, Australia
/jugadores/craig_moore.php,Moore_Craig,12dediciembrede1975,,Defensor,3,186mts,,, Australia
/jugadores/aaron_mooy.php,Mooy_Aaron,14deseptiembrede1990,,Mediocampista,13,174mts,,, Australia
/jugadores/andrew_nabbout.php,Nabbout_Andrew,17denoviembrede1992,,Delantero,11,178mts,,, Australia
/jugadores/lucas_neill.php,Neill_Lucas,09demarzode1978,,Defensor,2,185mts,,, Australia
/jugadores/tommy_oar.php,Oar_Tommy,10dediciembrede1991,,Mediocampista,11,17mts,,, Australia
/jugadores/peter_ollerton.php,Ollerton_Peter,20demayode1951,,Delantero,13,,,, Australia
/jugadores/dimitri_petratos.php,Petratos_Dimitri,10denoviembrede1992,,Mediocampista,21,176mts,,, Australia
/jugadores/tony_popovic.php,Popovic_Tony,04dejuliode1973,,Defensor,6,193mts,,, Australia
/jugadores/jack_reilly.php,Reilly_Jack,27deagostode1945,,Arquero,1,,,, Australia
/jugadores/ray_richards.php,Richards_Ray,18demayode1946,,Mediocampista,6,,,, Australia
/jugadores/josh_risdon.php,Risdon_Josh,27dejuliode1992,,Defensor,19,176mts,,, Australia
/jugadores/tom_rogic.php,Rogic_Tom,16denoviembrede1992,,Mediocampista,23,188mts,,, Australia
/jugadores/jimmy_rooney.php,Rooney_Jimmy,10deoctubrede1945,,Mediocampista,7,,,, Australia
/jugadores/ivo_rudic.php,Rudic_Ivo,24deenerode1942,,Defensor,16,,,, Australia
/jugadores/nikita_rukavytsya.php,Rukavytsya_Nikita,22dejuniode1987,,Delantero,17,183mts,,, Australia
/jugadores/mathew_ryan.php,Ryan_Mathew,08deabrilde1992,,Arquero,1,184mts,,, Australia
/jugadores/trent_sainsbury.php,Sainsbury_Trent,05deenerode1992,,Defensor,20,183mts,,, Australia
/jugadores/manfred_schaefer.php,Schaefer_Manfred,12defebrerode1943,,Defensor,4,,,, Australia
/jugadores/mark_schwarzer.php,Schwarzer_Mark,06deoctubrede1972,,Arquero,1,196mts,,, Australia
/jugadores/josip_skoko.php,Skoko_Josip,10dediciembrede1975,,Mediocampista,8,177mts,,, Australia
/jugadores/matthew_spiranovic.php,Spiranovic_Matthew,27dejuniode1988,,Defensor,6,193mts,,, Australia
/jugadores/mile_sterjovski.php,Sterjovski_Mile,27demayode1979,,Mediocampista,21,18mts,,, Australia
/jugadores/adam_taggart.php,Taggart_Adam,02dejuniode1993,,Delantero,9,183mts,,, Australia
/jugadores/archie_thompson.php,Thompson_Archie,23deoctubrede1978,,Delantero,17,171mts,,, Australia
/jugadores/max_tolson.php,Tolson_Max,18dejuliode1945,,Mediocampista,14,,,, Australia
/jugadores/james_troisi.php,Troisi_James,03dejuliode1988,,Mediocampista,14,177mts,,, Australia
/jugadores/doug_utjesenovic.php,Utjesenovic_Doug,08deoctubrede1946,,Defensor,2,,,, Australia
/jugadores/carl_valeri.php,Valeri_Carl,14deagostode1984,,Mediocampista,16,18mts,,, Australia
/jugadores/dario_vidosic.php,Vidosic_Dario,08deabrilde1987,,Mediocampista,22y20,185mts,,, Australia
/jugadores/mark_viduka.php,Viduka_Mark,09deoctubrede1975,,Delantero,9,188mts,,, Australia
/jugadores/danny_vukovic.php,Vukovic_Danny,27demarzode1985,,Arquero,18,188mts,,, Australia
/jugadores/john_warren.php,Warren_John,17demayode1943,,Mediocampista,9,,,, Australia
/jugadores/john_watkiss.php,Watkiss_John,28demarzode1941,,Defensor,18,,,, Australia
/jugadores/alex_wilkinson.php,Wilkinson_Alex,13deagostode1984,,Defensor,22,187mts,,, Australia
/jugadores/luke_wilkshire.php,Wilkshire_Luke,02deoctubrede1981,,Defensor_Mediocampista,20y8,177mts,,, Australia
/jugadores/harry_williams.php,Williams_Harry,07demayode1951,,Defensor,15,,,, Australia
/jugadores/peter_wilson.php,Wilson_Peter,15deseptiembrede1947,,Defensor,3,,,, Australia
/jugadores/bailey_wright.php,Wright_Bailey,28dejuliode1992,,Defensor,8,184mts,,, Australia
/jugadores/ernst_aigner.php,Aigner_Ernst,31deoctubrede1966,,Defensor,2,,,, Austria
/jugadores/martin_amerhauser.php,Amerhauser_Martin,23dejuliode1974,,Mediocampista,11,18mts,,, Austria
/jugadores/peter_artner.php,Artner_Peter,20demayode1966,,Defensor,8,,,, Austria
/jugadores/leopold_barschandt.php,Barschandt_Leopold,12deagostode1925,,Defensor,4y18,,,, Austria
/jugadores/ernst_baumeister.php,Baumeister_Ernst,22deenerode1957,,Mediocampista,20y14,,,, Austria
/jugadores/hubert_baumgartner.php,Baumgartner_Hubert,25defebrerode1955,,Arquero,22,,,, Austria
/jugadores/michael_baur.php,Baur_Michael,16deabrilde1969,,Mediocampista,12,,,, Austria
/jugadores/josef_bican.php,Bican_Josef,25deseptiembrede1913,,Delantero,-,,,, Austria
/jugadores/georg_braun.php,Braun_Georg,22defebrerode1907,,Delantero,-,,,, Austria
/jugadores/gerhard_breitenberger.php,Breitenberger_Gerhard,14deoctubrede1954,,Defensor,4,,,, Austria
/jugadores/hans_buzek.php,Buzek_Hans,22demayode1938,,Delantero,9,,,, Austria
/jugadores/harald_cerny.php,Cerny_Harald,13deseptiembrede1973,,Mediocampista,13,177mts,,, Austria
/jugadores/franz_cisar.php,Cisar_Franz,28denoviembrede1908,,Defensor,-,,,, Austria
/jugadores/josef_degeorgi.php,Degeorgi_Josef,19deenerode1960,,Defensor,4,,,, Austria
/jugadores/robert_dienst.php,Dienst_Robert,01demarzode1928,,Delantero,19,,,, Austria
/jugadores/hans_dihanich.php,Dihanich_Hans,24deoctubrede1958,,Mediocampista,15,,,, Austria
/jugadores/bruno_engelmeier.php,Engelmeier_Bruno,05deseptiembrede1927,,Arquero,22,,,, Austria
/jugadores/wolfgang_feiersinger.php,Feiersinger_Wolfgang,30deenerode1965,,Defensor,5,,,, Austria
/jugadores/herbert_feurer.php,Feurer_Herbert,14deenerode1954,,Arquero,21,,,, Austria
/jugadores/friederich_franzl.php,Franzl_Friederich,06demarzode1905,,Arquero,-,,,, Austria
/jugadores/erwin_fuchsbichler.php,Fuchsbichler_Erwin,27demarzode1952,,Arquero,21,,,, Austria
/jugadores/karl_giesser.php,Giesser_Karl,29deoctubrede1928,,Mediocampista,14,,,, Austria
/jugadores/gerald_glatzmayer.php,Glatzmayer_Gerald,13dediciembrede1968,,Mediocampista,19,,,, Austria
/jugadores/mario_haas.php,Haas_Mario,16deseptiembrede1974,,Delantero,7,178mts,,, Austria
/jugadores/max_hagmayr.php,Hagmayr_Max,16denoviembrede1956,,Delantero,13,,,, Austria
/jugadores/paul_halla.php,Halla_Paul,10deabrilde1931,,Defensor,20y2,,,, Austria
/jugadores/pepi_hammerl.php,Hammerl_Pepi,22deenerode1931,,Delantero,14,,,, Austria
/jugadores/gerhard_hanappi.php,Hanappi_Gerhard,16defebrerode1929,,Defensor,2y5,,,, Austria
/jugadores/ernst_happel.php,Happel_Ernst,29denoviembrede1925,,Defensor,3,,,, Austria
/jugadores/gunter_happich.php,Happich_Gunter,28deenerode1952,,Mediocampista,13,,,, Austria
/jugadores/josef_hassmann.php,Hassmann_Josef,21demayode1910,,Delantero,-,,,, Austria
/jugadores/roland_hattenberger.php,Hattenberger_Roland,07dediciembrede1948,,Mediocampista,6,,,, Austria
/jugadores/walter_haummer.php,Haummer_Walter,22denoviembrede1928,,Delantero,22,,,, Austria
/jugadores/andreas_heraf.php,Heraf_Andreas,10deseptiembrede1967,,Mediocampista,20,,,, Austria
/jugadores/andreas_herzog.php,Herzog_Andreas,10deseptiembrede1968,,Mediocampista,20y10,183mts,,, Austria
/jugadores/josef_hickersberger.php,Hickersberger_Josef,27deabrilde1948,,Mediocampista,7,,,, Austria
/jugadores/martin_hiden.php,Hiden_Martin,11demarzode1973,,Defensor,12,181mts,,, Austria
/jugadores/reinhold_hintermaier.php,Hintermaier_Reinhold,14defebrerode1956,,Mediocampista,10,,,, Austria
/jugadores/leopold_hofmann.php,Hofmann_Leopold,31deoctubrede1905,,Mediocampista,-,,,, Austria
/jugadores/walter_horak.php,Horak_Walter,01dejuniode1931,,Delantero,7,,,, Austria
/jugadores/alfred_hortnagl.php,Hortnagl_Alfred,24deseptiembrede1966,,Mediocampista,11,,,, Austria
/jugadores/johann_horvath.php,Horvath_Johann,20demayode1903,,Delantero,-,,,, Austria
/jugadores/anton_janda.php,Janda_Anton,01demayode1904,,Defensor,-,,,, Austria
/jugadores/kurt_jara.php,Jara_Kurt,14deoctubrede1950,,Mediocampista,11,,,, Austria
/jugadores/gernot_jurtin.php,Jurtin_Gernot,09deseptiembrede1955,,Delantero,18,,,, Austria
/jugadores/mathias_kaburek.php,Kaburek_Mathias,09defebrerode1911,,Delantero,-,,,, Austria
/jugadores/christian_keglevits.php,Keglevits_Christian,29deenerode1961,,Delantero,15,,,, Austria
/jugadores/wolfgang_knaller.php,Knaller_Wolfgang,09deoctubrede1961,,Arquero,21,,,, Austria
/jugadores/alfred_koerner.php,Koerner_Alfred,14defebrerode1926,,Delantero,11y10,,,, Austria
/jugadores/robert_koerner.php,Koerner_Robert,21deagostode1924,,Delantero,7,,,, Austria
/jugadores/walter_kogler.php,Kogler_Walter,12dediciembrede1967,,Defensor,6,,,, Austria
/jugadores/karl_koller.php,Koller_Karl,09defebrerode1929,,Mediocampista,6,,,, Austria
/jugadores/walter_kollmann.php,Kollmann_Walter,17dejuniode1932,,Defensor,13y15,,,, Austria
/jugadores/friedl_koncilia.php,Koncilia_Friedl,25defebrerode1948,,Arquero,1,,,, Austria
/jugadores/otto_konrad.php,Konrad_Otto,01denoviembrede1964,,Arquero,22,,,, Austria
/jugadores/michael_konsel.php,Konsel_Michael,06demarzode1962,,Arquero,21y1,,,, Austria
/jugadores/ernst_kozlicek.php,Kozlicek_Ernst,27deenerode1931,,Mediocampista,17,,,, Austria
/jugadores/paul_kozlicek.php,Kozlicek_Paul,22dejuliode1937,,Delantero,8,,,, Austria
/jugadores/hans_krankl.php,Krankl_Hans,14defebrerode1953,,Delantero,9,,,, Austria
/jugadores/bernd_krauss.php,Krauss_Bernd,08demayode1957,,Defensor,2,,,, Austria
/jugadores/wilhelm_kreuz.php,Kreuz_Wilhelm,29demayode1949,,Mediocampista,10,,,, Austria
/jugadores/eduard_krieger.php,Krieger_Eduard,16dediciembrede1946,,Mediocampista,12,,,, Austria
/jugadores/dietmar_kuehbauer.php,Kuehbauer_Dietmar,04deabrilde1971,,Mediocampista,22,172mts,,, Austria
/jugadores/klaus_lindenberger.php,Lindenberger_Klaus,28demayode1957,,Arquero,22y1,,,, Austria
/jugadores/manfred_linzmaier.php,Linzmaier_Manfred,27deagostode1962,,Mediocampista,10,,,, Austria
/jugadores/roman_mahlich.php,Mahlich_Roman,17deseptiembrede1971,,Mediocampista,17,,,, Austria
/jugadores/gerald_messlender.php,Messlender_Gerald,01deoctubrede1961,,Defensor,16,,,, Austria
/jugadores/herbert_ninaus.php,Ninaus_Herbert,31demarzode1937,,Delantero,20,,,, Austria
/jugadores/franz_oberacher.php,Oberacher_Franz,24demarzode1954,,Delantero,17,,,, Austria
/jugadores/erich_obermayer.php,Obermayer_Erich,23deenerode1953,,Defensor,3,,,, Austria
/jugadores/ernst_ocwirk.php,Ocwirk_Ernst,07demarzode1926,,Mediocampista,5,,,, Austria
/jugadores/andeas_ogris.php,Ogris_Andeas,07deoctubrede1964,,Delantero,13,,,, Austria
/jugadores/robert_pecl.php,Pecl_Robert,15denoviembrede1965,,Defensor,3,,,, Austria
/jugadores/franz_pelikan.php,Pelikan_Franz,06denoviembrede1925,,Arquero,15,,,, Austria
/jugadores/peter_persidis.php,Persidis_Peter,08demarzode1947,,Defensor,16,,,, Austria
/jugadores/bruno_pezzey.php,Pezzey_Bruno,03defebrerode1955,,Defensor,5,,,, Austria
/jugadores/anton_pfeffer.php,Pfeffer_Anton,17deagostode1965,,Defensor,4,,,, Austria
/jugadores/heimo_pfeifenberger.php,Pfeifenberger_Heimo,29dediciembrede1966,,Delantero_Mediocampista,17y8,,,, Austria
/jugadores/andy_pichler.php,Pichler_Andy,04deoctubrede1955,,Mediocampista,12,,,, Austria
/jugadores/hans_pirkner.php,Pirkner_Hans,25demarzode1946,,Delantero,19,,,, Austria
/jugadores/peter_platzer.php,Platzer_Peter,29demayode1910,,Arquero,-,,,, Austria
/jugadores/toni_polster.php,Polster_Toni,10demarzode1964,,Delantero,9y19,,,, Austria
/jugadores/johann_pregesbauer.php,Pregesbauer_Johann,08dejuniode1958,,Defensor,17,,,, Austria
/jugadores/erich_probst.php,Probst_Erich,05dediciembrede1927,,Delantero,10,,,, Austria
/jugadores/herbert_prohaska.php,Prohaska_Herbert,08deagostode1955,,Mediocampista,8,,,, Austria
/jugadores/ignaz_puschnik.php,Puschnik_Ignaz,05defebrerode1934,,Mediocampista,21,,,, Austria
/jugadores/rudolf_raftl.php,Raftl_Rudolf,07defebrerode1911,,Arquero,-,,,, Austria
/jugadores/hannes_reinmayr.php,Reinmayr_Hannes,23deagostode1969,,Delantero,14,,,, Austria
/jugadores/andreas_reisinger.php,Reisinger_Andreas,14deoctubrede1963,,Mediocampista,16,,,, Austria
/jugadores/johann_riegler.php,Riegler_Johann,17dejuliode1929,,Mediocampista,18,,,, Austria
/jugadores/gerhard_rodax.php,Rodax_Gerhard,29deagostode1965,,Delantero,14,,,, Austria
/jugadores/kurt_russ.php,Russ_Kurt,23denoviembrede1964,,Defensor,7,,,, Austria
/jugadores/robert_sara.php,Sara_Robert,09dejuniode1946,,Defensor,2,,,, Austria
/jugadores/walter_schachner.php,Schachner_Walter,01defebrerode1957,,Delantero,18y7,,,, Austria
/jugadores/toni_schall.php,Schall_Toni,22dejuniode1907,,Delantero,-,,,, Austria
/jugadores/walter_schleger.php,Schleger_Walter,19deseptiembrede1929,,Delantero,8y13,,,, Austria
/jugadores/willi_schmaus.php,Schmaus_Willi,16dejuniode1911,,Defensor,-,,,, Austria
/jugadores/kurt_schmied.php,Schmied_Kurt,14dejuniode1926,,Arquero,1y12,,,, Austria
/jugadores/peter_schoettel.php,Schoettel_Peter,26demarzode1967,,Defensor,5y3,,,, Austria
/jugadores/markus_schopp.php,Schopp_Markus,22defebrerode1974,,Mediocampista,2,188mts,,, Austria
/jugadores/helmut_senekowitsch.php,Senekowitsch_Helmut,22deoctubrede1933,,Delantero,11,,,, Austria
/jugadores/karl_sesta.php,Sesta_Karl,18demarzode1906,,Defensor,-,,,, Austria
/jugadores/matthias_sindelar.php,Sindelar_Matthias,10defebrerode1903,,Delantero,-,,,, Austria
/jugadores/josef_smistik.php,Smistik_Josef,28denoviembrede1905,,Mediocampista,-,,,, Austria
/jugadores/peter_stoeger.php,Stoeger_Peter,11deabrilde1966,,Mediocampista,18,,,, Austria
/jugadores/ernst_stojaspal.php,Stojaspal_Ernst,14deenerode1925,,Delantero,21,,,, Austria
/jugadores/karl_stotz.php,Stotz_Karl,27demarzode1927,,Mediocampista,12y16,,,, Austria
/jugadores/heinrich_strasser.php,Strasser_Heinrich,26deoctubrede1948,,Defensor,14,,,, Austria
/jugadores/michael_streiter.php,Streiter_Michael,19deenerode1966,,Defensor,18,,,, Austria
/jugadores/josef_stroh.php,Stroh_Josef,05demarzode1913,,Delantero,-,,,, Austria
/jugadores/franz_swoboda.php,Swoboda_Franz,15defebrerode1933,,Defensor,4,,,, Austria
/jugadores/rudolf_szanwald.php,Szanwald_Rudolf,06dejuliode1931,,Arquero,1,,,, Austria
/jugadores/alfred_teinitzer.php,Teinitzer_Alfred,29dejuliode1929,,Mediocampista,17,,,, Austria
/jugadores/hans_urbanek.php,Urbanek_Hans,10deoctubrede1910,,Mediocampista,-,,,, Austria
/jugadores/ivica_vastic.php,Vastic_Ivica,29deseptiembrede1969,,Delantero,9,183mts,,, Austria
/jugadores/rudi_viertl.php,Viertl_Rudi,12denoviembrede1902,,Delantero,-,,,, Austria
/jugadores/franz_wagner.php,Wagner_Franz,23deseptiembrede1911,,Mediocampista,-,,,, Austria
/jugadores/theodor_wagner.php,Wagner_Theodor,06deagostode1927,,Delantero,9,,,, Austria
/jugadores/johann_walzhofer.php,Walzhofer_Johann,23demarzode1906,,Delantero,-,,,, Austria
/jugadores/heribert_weber.php,Weber_Heribert,28dejuniode1955,,Defensor,15y19,,,, Austria
/jugadores/kurt_welzl.php,Welzl_Kurt,06denoviembrede1954,,Delantero,20,,,, Austria
/jugadores/arnold_wetl.php,Wetl_Arnold,02defebrerode1970,,Mediocampista,15,,,, Austria
/jugadores/franz_wohlfahrt.php,Wohlfahrt_Franz,01dejuliode1964,,Arquero,16,,,, Austria
/jugadores/walter_zeman.php,Zeman_Walter,01demayode1927,,Arquero,16,,,, Austria
/jugadores/karl_zischek.php,Zischek_Karl,28deagostode1910,,Delantero,-,,,, Austria
/jugadores/manfred_zsak.php,Zsak_Manfred,22dediciembrede1964,,Mediocampista,6,,,, Austria
/jugadores/fernand_adams.php,Adams_Fernand,03demayode1903,,Delantero,-,,,, Bélgica
/jugadores/philippe_albert.php,Albert_Philippe,10deagostode1967,,Defensor,3y4,,,, Bélgica
/jugadores/toby_alderweireld.php,Alderweireld_Toby,02demarzode1989,,Defensor,2,186mts,,, Bélgica
/jugadores/leopold_anoul.php,Anoul_Leopold,19deagostode1922,,Delantero,10,,,, Bélgica
/jugadores/raymond_ausloos.php,Ausloos_Raymond,03defebrerode1930,,Arquero,17,,,, Bélgica
/jugadores/jo_backaert.php,Backaert_Jo,05deagostode1921,,Mediocampista,19,,,, Bélgica
/jugadores/arnold_badjou.php,Badjou_Arnold,25dejuniode1909,,Arquero,-,,,, Bélgica
/jugadores/marc_baecke.php,Baecke_Marc,24dejuliode1956,,Defensor,14,,,, Bélgica
/jugadores/michy_batshuayi.php,Batshuayi_Michy,02deoctubrede1993,,Delantero,21,184mts,,, Bélgica
/jugadores/jacques_beurlet.php,Beurlet_Jacques,21dediciembrede1944,,Defensor,13,,,, Bélgica
/jugadores/gilbert_bodart.php,Bodart_Gilbert,02deseptiembrede1962,,Arquero,20y12,,,, Bélgica
/jugadores/danny_boffin.php,Boffin_Danny,10dejuliode1965,,Mediocampista,16y21,173mts,,, Bélgica
/jugadores/vital_borkelmans.php,Borkelmans_Vital,01dejuniode1963,,Defensor,3y5,,,, Bélgica
/jugadores/sammy_bossut.php,Bossut_Sammy,11deagostode1985,,Arquero,13,187mts,,, Bélgica
